"Mock_Acc","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"DQ875466.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Fagus","Fagus_sylvatica"
"AY757516.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"JQ041861.1",NA,NA,NA,NA,NA,NA,NA
"FJ432264.1",NA,NA,NA,NA,NA,NA,NA
"MF463104.1",NA,NA,NA,NA,NA,NA,NA
"GQ245115.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"GQ867647.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"GQ397929.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AB219641.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Juncaceae","Luzula",NA
"DQ655873.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eragrostis",NA
"NW_023349451.1",NA,NA,NA,NA,NA,NA,NA
"OR571782.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus",NA
"EU478146.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton","Croton_aff"
"MT014474.1",NA,NA,NA,NA,NA,NA,NA
"KX872822.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EU792436.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"MN308055.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",NA
"DQ887449.1",NA,NA,NA,NA,NA,NA,NA
"NW_023349652.1",NA,NA,NA,NA,NA,NA,NA
"EF156699.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023356524.1",NA,NA,NA,NA,NA,NA,NA
"OK509161.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Betula","Betula_nana"
"JN009994.1",NA,NA,NA,NA,NA,NA,NA
"DQ172204.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023355762.1",NA,NA,NA,NA,NA,NA,NA
"JF951101.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023349487.1",NA,NA,NA,NA,NA,NA,NA
"GU595142.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Brachypodium",NA
"EF137565.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eragrostis",NA
"NW_023355606.1",NA,NA,NA,NA,NA,NA,NA
"GU990379.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KC677984.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Schoenoplectus","Schoenoplectus_californicus"
"EU871099.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"OK247980.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY757486.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"NW_023341117.1",NA,NA,NA,NA,NA,NA,NA
"GU177399.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KX872825.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_025244978.1",NA,NA,NA,NA,NA,NA,NA
"AY293383.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Juglandaceae","Juglans","Juglans_mandshurica"
"FJ119860.2",NA,NA,NA,NA,NA,NA,NA
"KF753786.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JN187650.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EU200820.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales",NA,NA,NA
"DQ999000.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"HQ599946.1",NA,NA,NA,NA,NA,NA,NA
"AY756930.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"DQ998953.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"JX073786.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"AF284952.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"EU940007.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cenchrus",NA
"AY576673.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"ML954921.1",NA,NA,NA,NA,NA,NA,NA
"HM590247.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY749368.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Oryza",NA
"AY145330.1","Viridiplantae","Streptophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea_nouchali"
"FJ185070.1",NA,NA,NA,NA,NA,NA,NA
"MK125518.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae",NA,NA
"EU200852.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EU013626.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JX644740.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"NW_023349450.1",NA,NA,NA,NA,NA,NA,NA
"GQ245642.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY142720.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023353101.1",NA,NA,NA,NA,NA,NA,NA
"KU763478.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY988176.1",NA,NA,NA,NA,NA,NA,NA
"MF463125.1",NA,NA,NA,NA,NA,NA,NA
"OM066514.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae",NA,NA
"AY293385.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Juglandaceae","Juglans","Juglans_mandshurica"
"KC677995.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Schoenoplectus",NA
"AF531183.1",NA,NA,NA,NA,NA,NA,NA
"GU561493.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY757478.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"NW_023353535.1",NA,NA,NA,NA,NA,NA,NA
"GQ870011.1",NA,NA,NA,NA,NA,NA,NA
"HQ324080.1",NA,NA,NA,NA,NA,NA,NA
"NW_025241207.1",NA,NA,NA,NA,NA,NA,NA
"GQ397919.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EF137560.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EF156738.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JF417327.1",NA,NA,NA,NA,NA,NA,NA
"NW_023356522.1",NA,NA,NA,NA,NA,NA,NA
"GQ869946.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Sacciolepis","Sacciolepis_indica"
"MK821312.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"PP531166.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"KR737887.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023354586.1",NA,NA,NA,NA,NA,NA,NA
"EF593005.1",NA,NA,NA,NA,NA,NA,NA
"EF156672.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JX644780.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Fimbristylis",NA
"GU594540.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KX873318.1",NA,NA,NA,NA,NA,NA,NA
"OQ819362.1",NA,NA,NA,NA,NA,NA,NA
"AY367955.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus",NA
"DQ998987.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_aquatilis"
"AF284895.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_pallescens"
"DQ778838.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"MH935281.1",NA,NA,NA,NA,NA,NA,NA
"NW_023342154.1",NA,NA,NA,NA,NA,NA,NA
"ML955633.1",NA,NA,NA,NA,NA,NA,NA
"AY787810.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KF600685.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales",NA,NA,NA
"NW_023355088.1",NA,NA,NA,NA,NA,NA,NA
"JF951112.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"GQ397947.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EU792450.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"OQ819345.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Sporobolus",NA
"AF327591.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"AF284915.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"KT387641.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Hackelochloa","Hackelochloa_granularis"
"JN249652.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia_graminea"
"JF791682.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY437978.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Juncaceae","Juncus",NA
"MF136499.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"JN010005.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",NA
"KJ796362.1",NA,NA,NA,NA,NA,NA,NA
"AF401181.1","Viridiplantae","Streptophyta",NA,NA,NA,NA,NA
"AB732922.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus",NA
"MG709455.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JN009988.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",NA
"KP709862.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Brachypodium","Brachypodium_pinnatum"
"KM385470.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023357187.1",NA,NA,NA,NA,NA,NA,NA
"HM591154.1",NA,NA,NA,NA,NA,NA,NA
"DQ088917.1",NA,NA,NA,NA,NA,NA,NA
"AY177342.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca","Festuca_sinensis"
"NW_023350938.1",NA,NA,NA,NA,NA,NA,NA
"MG780830.1",NA,NA,NA,NA,NA,NA,NA
"GU990396.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AF284941.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_aquatilis"
"AY640457.1","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Anacardiaceae",NA,NA
"AF231829.1",NA,NA,NA,NA,NA,NA,NA
"AY794734.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales",NA,NA,NA
"EU873221.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phragmites","Phragmites_australis"
"KP057660.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"PP531135.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_breviculmis"
"DQ998958.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_aquatilis"
"AY988225.1",NA,NA,NA,NA,NA,NA,NA
"AY792536.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Luziola",NA
"AH008019.2","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Picea",NA
"ML935049.1",NA,NA,NA,NA,NA,NA,NA
"JAXUIC010000707.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus_rubra"
"EU200807.1",NA,NA,NA,NA,NA,NA,NA
"AY757465.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"KP208344.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KF753793.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KP057651.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Juncaceae","Juncus","Juncus_compressus"
"AY757553.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"KX599426.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KX372408.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Digitaria","Digitaria_violascens"
"EF156733.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"MG262345.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"GQ244749.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"EF156747.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AF533027.1",NA,NA,NA,NA,NA,NA,NA
"AY794631.1",NA,NA,NA,NA,NA,NA,NA
"AY586301.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",NA
"AY988179.1",NA,NA,NA,NA,NA,NA,NA
"EU036170.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus","Bromus_tectorum"
"DQ353980.2","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Poa",NA
"EU288430.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"EU833872.1",NA,NA,NA,NA,NA,NA,NA
"NW_025524532.1",NA,NA,NA,NA,NA,NA,NA
"AY757555.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_filipes"
"EF592982.1",NA,NA,NA,NA,NA,NA,NA
"EF137580.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EU873217.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phragmites","Phragmites_australis"
"KM385510.1",NA,NA,NA,NA,NA,NA,NA
"DQ778886.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"EF156698.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JF951099.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"DQ004960.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Schizachyrium","Schizachyrium_sanguineum"
"AY344172.1",NA,NA,NA,NA,NA,NA,NA
"EU200865.1",NA,NA,NA,NA,NA,NA,NA
"JF417351.1",NA,NA,NA,NA,NA,NA,NA
"ON715972.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023349361.1",NA,NA,NA,NA,NA,NA,NA
"AF327587.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"NW_023352176.1",NA,NA,NA,NA,NA,NA,NA
"ML955546.1",NA,NA,NA,NA,NA,NA,NA
"EU401117.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Rytidosperma",NA
"GU561503.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"MG709399.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Digitaria",NA
"NW_023353274.1",NA,NA,NA,NA,NA,NA,NA
"HQ599975.1",NA,NA,NA,NA,NA,NA,NA
"MF598358.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"MG282344.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bouteloua","Bouteloua_aristidoides"
"NW_023355534.1",NA,NA,NA,NA,NA,NA,NA
"MG386368.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Betula","Betula_nana"
"KF996088.1",NA,NA,NA,NA,NA,NA,NA
"DQ778855.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"EF156729.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EU940011.1",NA,NA,NA,NA,NA,NA,NA
"MG966529.2","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Betula","Betula_nana"
"EU036166.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus","Bromus_tectorum"
"EU401194.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EF137594.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EF137593.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AF487616.1",NA,NA,NA,NA,NA,NA,NA
"AY177339.1",NA,NA,NA,NA,NA,NA,NA
"GQ244718.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"KX668027.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca","Festuca_sinensis"
"FJ710526.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"KX872613.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"ML950699.1",NA,NA,NA,NA,NA,NA,NA
"NW_023355832.1",NA,NA,NA,NA,NA,NA,NA
"OM021502.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae",NA,NA
"AF284918.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Carex_picta"
"KF971224.1",NA,NA,NA,NA,NA,NA,NA
"KX668070.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Juncaceae","Juncus","Juncus_bufonius"
"GQ245096.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Juncaceae","Luzula",NA
"AF499170.1",NA,NA,NA,NA,NA,NA,NA
"AF284860.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"DQ998996.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"JN102138.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Elaeagnaceae","Elaeagnus","Elaeagnus_umbellata"
"JF791668.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bouteloua","Bouteloua_distans"
"AY437951.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Juncaceae","Juncus",NA
"NW_023356428.1",NA,NA,NA,NA,NA,NA,NA
"DQ983638.1",NA,NA,NA,NA,NA,NA,NA
"JN249711.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",NA
"GQ245631.1",NA,NA,NA,NA,NA,NA,NA
"NW_022156024.1",NA,NA,NA,NA,NA,NA,NA
"MF598368.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AF268938.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",NA
"DQ172250.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"OM066607.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae",NA,NA
"EF395420.1",NA,NA,NA,NA,NA,NA,NA
"NW_023355013.1",NA,NA,NA,NA,NA,NA,NA
"NW_023351500.1",NA,NA,NA,NA,NA,NA,NA
"EU276607.1",NA,NA,NA,NA,NA,NA,NA
"DQ172253.1","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Vicia",NA
"NW_023349578.1",NA,NA,NA,NA,NA,NA,NA
"AF284953.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"MG709401.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"MW221019.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Schizachyrium","Schizachyrium_sanguineum"
"NW_025301687.1",NA,NA,NA,NA,NA,NA,NA
"FJ185069.1",NA,NA,NA,NA,NA,NA,NA
"FJ614792.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton","Croton_sp"
"AY504654.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"GU045450.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY504652.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KY055316.1",NA,NA,NA,NA,NA,NA,NA
"MK261537.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AF284949.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"EU036173.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus","Bromus_tectorum"
"EU200819.1",NA,NA,NA,NA,NA,NA,NA
"ML947692.1",NA,NA,NA,NA,NA,NA,NA
"NW_023349922.1",NA,NA,NA,NA,NA,NA,NA
"EF378973.1",NA,NA,NA,NA,NA,NA,NA
"EU940005.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Cenchrus",NA
"NW_023354402.1",NA,NA,NA,NA,NA,NA,NA
"GQ245244.1",NA,NA,NA,NA,NA,NA,NA
"NW_023356803.1",NA,NA,NA,NA,NA,NA,NA
"ON715981.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"OM066549.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae",NA,NA
"PP661411.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Juglandaceae",NA,NA
"KX372471.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023350918.1",NA,NA,NA,NA,NA,NA,NA
"AF533034.1",NA,NA,NA,NA,NA,NA,NA
"MZ196210.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",NA
"NW_023357315.1",NA,NA,NA,NA,NA,NA,NA
"EU276603.1",NA,NA,NA,NA,NA,NA,NA
"NC_062091.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",NA
