"Mock_Acc","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"NW_023356757.1",NA,NA,NA,NA,NA,NA,NA
"DQ655894.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AB445374.1","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales",NA,NA,NA
"JF904768.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EU200854.1",NA,NA,NA,NA,NA,NA,NA
"OM066656.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae",NA,NA
"KC539712.1",NA,NA,NA,NA,NA,NA,NA
"GQ324396.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EF137585.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023356873.1",NA,NA,NA,NA,NA,NA,NA
"NW_023352252.1",NA,NA,NA,NA,NA,NA,NA
"KC539714.1",NA,NA,NA,NA,NA,NA,NA
"EF137560.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KF600685.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023351977.1",NA,NA,NA,NA,NA,NA,NA
"KJ796373.1",NA,NA,NA,NA,NA,NA,NA
"KU163173.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023354464.1",NA,NA,NA,NA,NA,NA,NA
"EU395903.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023353234.1",NA,NA,NA,NA,NA,NA,NA
"NW_023352471.1",NA,NA,NA,NA,NA,NA,NA
"MW376780.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"AY177340.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY116263.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"HQ324067.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KL769926.1",NA,NA,NA,NA,NA,NA,NA
"ML937920.1",NA,NA,NA,NA,NA,NA,NA
"FJ394571.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023354371.1",NA,NA,NA,NA,NA,NA,NA
"MG386366.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Betulaceae",NA,NA
"ML951352.1",NA,NA,NA,NA,NA,NA,NA
"AY293383.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Juglandaceae","Juglans",NA
"JX970937.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Quercus",NA
"KF418966.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae",NA,NA
"NW_023353288.1",NA,NA,NA,NA,NA,NA,NA
"GQ324427.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY787809.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eragrostis",NA
"KJ499452.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JX073765.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA
"DQ353953.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KR537723.1",NA,NA,NA,NA,NA,NA,NA
"KP057661.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KP868733.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Jatropha",NA
"OR220193.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Betula","Betula_nana"
"AF446957.1",NA,NA,NA,NA,NA,NA,NA
"EU395890.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"GQ245631.1",NA,NA,NA,NA,NA,NA,NA
"AF501593.1",NA,NA,NA,NA,NA,NA,NA
"EF378982.1",NA,NA,NA,NA,NA,NA,NA
"AY640448.1","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Anacardiaceae",NA,NA
"NW_023353543.1",NA,NA,NA,NA,NA,NA,NA
"EF137580.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023354027.1",NA,NA,NA,NA,NA,NA,NA
"NW_023353109.1",NA,NA,NA,NA,NA,NA,NA
"AY523490.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eleusine",NA
"AF327597.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus_nigra"
"MG844233.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Fimbristylis",NA
"KX872860.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY344176.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Scirpoides",NA
"AY634764.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"EF137522.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"MG873911.1",NA,NA,NA,NA,NA,NA,NA
"KP055554.1","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Anacardiaceae","Rhus",NA
"EU478146.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton",NA
"ML933593.1",NA,NA,NA,NA,NA,NA,NA
"KX872867.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY792533.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY142716.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"GU594549.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023354441.1",NA,NA,NA,NA,NA,NA,NA
"KX872822.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"DQ778832.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"GU595140.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Oryza",NA
"ML954921.1",NA,NA,NA,NA,NA,NA,NA
"AF519143.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KM462491.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Scirpoides","Scirpoides_varia"
"NW_023350938.1",NA,NA,NA,NA,NA,NA,NA
"DQ860521.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"GU990372.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eragrostis",NA
"JN102151.1",NA,NA,NA,NA,NA,NA,NA
"NW_023350217.1",NA,NA,NA,NA,NA,NA,NA
"NW_023355856.1",NA,NA,NA,NA,NA,NA,NA
"AF231829.1",NA,NA,NA,NA,NA,NA,NA
"JX073788.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA
"ON715955.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eleusine","Eleusine_tristachya"
"EU326080.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"OK181362.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales",NA,NA,NA
"NW_023350174.1",NA,NA,NA,NA,NA,NA,NA
"AY523508.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eleusine","Eleusine_tristachya"
"DQ778888.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"AY142735.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023355540.1",NA,NA,NA,NA,NA,NA,NA
"DQ778839.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"KL769089.1",NA,NA,NA,NA,NA,NA,NA
"DQ631429.1",NA,NA,NA,NA,NA,NA,NA
"EF378949.1",NA,NA,NA,NA,NA,NA,NA
"AY327842.1",NA,NA,NA,NA,NA,NA,NA
"JN249677.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",NA
"KF971226.1",NA,NA,NA,NA,NA,NA,NA
"ML940216.1",NA,NA,NA,NA,NA,NA,NA
"KX372501.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Koeleria",NA
"AY061949.2","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023357187.1",NA,NA,NA,NA,NA,NA,NA
"AH015565.2","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023355780.1",NA,NA,NA,NA,NA,NA,NA
"NW_023353338.1",NA,NA,NA,NA,NA,NA,NA
"GQ870011.1",NA,NA,NA,NA,NA,NA,NA
"MU180380.1",NA,NA,NA,NA,NA,NA,NA
"ON715953.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KV407116.1",NA,NA,NA,NA,NA,NA,NA
"JF791672.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bouteloua",NA
"KC897735.1",NA,NA,NA,NA,NA,NA,NA
"EF137595.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus","Bromus_tectorum"
"MH793238.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"FJ185069.1",NA,NA,NA,NA,NA,NA,NA
"AY344172.1",NA,NA,NA,NA,NA,NA,NA
"AY794626.1",NA,NA,NA,NA,NA,NA,NA
"GQ245655.1",NA,NA,NA,NA,NA,NA,NA
"KF940746.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus","Populus_alba"
"JX073750.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA
"NW_023354788.1",NA,NA,NA,NA,NA,NA,NA
"NW_023354548.1",NA,NA,NA,NA,NA,NA,NA
"KX872602.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AB622626.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EU873225.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phragmites","Phragmites_australis"
"JN009988.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",NA
"ML952089.1",NA,NA,NA,NA,NA,NA,NA
"AF327575.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"EF156732.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KF600709.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus","Bromus_tectorum"
"DQ004992.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"ML938138.1",NA,NA,NA,NA,NA,NA,NA
"NW_025239633.1",NA,NA,NA,NA,NA,NA,NA
"DQ778834.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"MT165920.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"EF156748.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY293386.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Juglandaceae",NA,NA
"PP661409.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Juglandaceae","Juglans","Juglans_regia"
"GQ867658.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Coix","Coix_lacryma-jobi"
"EF378983.1",NA,NA,NA,NA,NA,NA,NA
"OM066602.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",NA
"MG709453.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca","Festuca_sinensis"
"ON715975.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"FJ614794.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Croton","Croton_sp"
"EU871099.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY367970.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus",NA
"OM021496.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae",NA,NA
"NW_023349365.1",NA,NA,NA,NA,NA,NA,NA
"DQ778820.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"ON715993.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Panicum","Panicum_miliaceum"
"NW_025236043.1",NA,NA,NA,NA,NA,NA,NA
"KF971224.1",NA,NA,NA,NA,NA,NA,NA
"EU056305.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023354118.1",NA,NA,NA,NA,NA,NA,NA
"MH935293.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Cnidoscolus","Cnidoscolus_urens"
"ML941565.1",NA,NA,NA,NA,NA,NA,NA
"EU434050.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"MG844229.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"MW376762.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"NW_023350935.1",NA,NA,NA,NA,NA,NA,NA
"AY342227.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_025491908.1",NA,NA,NA,NA,NA,NA,NA
"KY697561.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus","Bromus_tectorum"
"NW_023353375.1",NA,NA,NA,NA,NA,NA,NA
"NW_023349652.1",NA,NA,NA,NA,NA,NA,NA
"JN249627.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",NA
"JX073800.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA
"KJ746419.1",NA,NA,NA,NA,NA,NA,NA
"AY794748.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae",NA,NA
"NW_025301687.1",NA,NA,NA,NA,NA,NA,NA
"DQ004964.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Schizachyrium","Schizachyrium_sanguineum"
"AY145330.1","Viridiplantae","Streptophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","Nymphaea","Nymphaea_nouchali"
"JX073751.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"DQ010603.1","Viridiplantae","Streptophyta","Pinopsida","Pinales","Pinaceae","Picea",NA
"AB723697.1",NA,NA,NA,NA,NA,NA,NA
"AY757517.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"KX668032.1",NA,NA,NA,NA,NA,NA,NA
"GQ397931.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"ML950022.1",NA,NA,NA,NA,NA,NA,NA
"KX822768.2","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","Corylus_ferox"
"OK181367.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EU873222.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Phragmites","Phragmites_australis"
"MF463035.1",NA,NA,NA,NA,NA,NA,NA
"NW_023356897.1",NA,NA,NA,NA,NA,NA,NA
"AY523496.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eleusine","Eleusine_tristachya"
"EU169968.1",NA,NA,NA,NA,NA,NA,NA
"EF156714.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023349934.1",NA,NA,NA,NA,NA,NA,NA
"AF519164.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"MT551161.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"JQ041861.1",NA,NA,NA,NA,NA,NA,NA
"NW_023354086.1",NA,NA,NA,NA,NA,NA,NA
"EU326067.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JF951101.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"EF378973.1",NA,NA,NA,NA,NA,NA,NA
"DQ860534.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JN249682.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",NA
"KX372418.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eragrostis",NA
"JX073790.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA
"NW_023352176.1",NA,NA,NA,NA,NA,NA,NA
"NW_025508226.1",NA,NA,NA,NA,NA,NA,NA
"DQ354057.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"ML952340.1",NA,NA,NA,NA,NA,NA,NA
"EF156698.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"DQ353980.2","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"GU594536.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"OM066660.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae",NA,NA
"GQ869959.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KP693717.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Castanea",NA
"JX073797.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA
"GU990406.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JX073786.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales",NA,NA,NA
"KX872605.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_023351484.1",NA,NA,NA,NA,NA,NA,NA
"EU401117.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Rytidosperma",NA
"JF951094.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"JN249622.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia_cyathophora"
"DQ004984.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY342216.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AF519131.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"MH574003.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"AY757475.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex",NA
"AY504642.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"DQ354015.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KF418977.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Myricaceae","Morella",NA
"JN249652.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia_graminea"
"MT984563.1","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae",NA,NA
"NW_023356120.1",NA,NA,NA,NA,NA,NA,NA
"KF876179.1",NA,NA,NA,NA,NA,NA,NA
"KP709862.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Brachypodium","Brachypodium_pinnatum"
"EU924502.1",NA,NA,NA,NA,NA,NA,NA
"NW_023357315.1",NA,NA,NA,NA,NA,NA,NA
"NW_023353088.1",NA,NA,NA,NA,NA,NA,NA
"NW_023356953.1",NA,NA,NA,NA,NA,NA,NA
"NW_023356223.1",NA,NA,NA,NA,NA,NA,NA
"DQ353963.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"FJ710526.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"KJ575156.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"JF904751.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"FJ842618.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA
"NW_023355892.1",NA,NA,NA,NA,NA,NA,NA
"NW_023352231.1",NA,NA,NA,NA,NA,NA,NA
"EU036188.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus","Bromus_pseudolaevipes"
"JN249696.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia_segetalis"
"KF591306.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca",NA
"DQ778885.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"JX456364.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"KP210946.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AY586285.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Fagaceae","Castanea","Castanea_Castanea"
"EF137569.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"NW_026731151.1",NA,NA,NA,NA,NA,NA,NA
"KX668061.1",NA,NA,NA,NA,NA,NA,NA
"GU594561.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Paspalum","Paspalum_vaginatum"
"JN009982.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia",NA
"MT180286.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Axonopus",NA
"AY792527.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Leersia","Leersia_perrieri"
"ML950581.1",NA,NA,NA,NA,NA,NA,NA
"EU036183.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Bromus","Bromus_tectorum"
"DQ172217.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"ML943396.1",NA,NA,NA,NA,NA,NA,NA
"KU749514.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"KJ796358.1",NA,NA,NA,NA,NA,NA,NA
"AF164954.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Cyperaceae","Eriophorum",NA
"MH628459.1","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Betulaceae","Corylus","Corylus_ferox"
"NW_023356069.1",NA,NA,NA,NA,NA,NA,NA
"KT359432.1","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae",NA,NA
"GQ397954.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"GQ244898.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"DQ218161.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Rytidosperma",NA
"DQ172303.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Rytidosperma","Rytidosperma_caespitosum"
"KX668022.1","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae",NA,NA
"NW_023354402.1",NA,NA,NA,NA,NA,NA,NA
"AY794776.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"NW_023355069.1",NA,NA,NA,NA,NA,NA,NA
"AY177345.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Festuca","Festuca_sinensis"
"AY792537.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Luziola","Luziola_fluitans"
"DQ004986.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"ON012182.1","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Salicaceae","Populus",NA
"ML954064.1",NA,NA,NA,NA,NA,NA,NA
"EU734491.1","Viridiplantae","Streptophyta","Magnoliopsida",NA,NA,NA,NA
"DQ655855.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
"AF533032.1",NA,NA,NA,NA,NA,NA,NA
"NW_023340924.1",NA,NA,NA,NA,NA,NA,NA
"AY362786.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Elymus",NA
"JX073801.1","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae",NA,NA
"DQ353998.1","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae",NA,NA
