Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"ALSA2",,"Allium sativum L.",cultivated garlic
"ALSC",,"Allium schoenoprasum L.",wild chives
"ALSCS",,"Allium schoenoprasum L. var. sibiricum (L.) Hartm.",wild chives
"ALSP4",,"Allium sphaerocephalon L.",roundheaded leek
"ALTR3",,"Allium tricoccum Aiton",ramp
"ALVI",,"Allium vineale L.",wild garlic
"ALVIV",,"Allium vineale L. ssp. vineale ",wild garlic
"ALFA4",,"Alnus ×fallacina Callier [incana × serrulata]",alder
"ALGL2",,"Alnus glutinosa (L.) Gaertn.",European alder
"ALIN2",,"Alnus incana (L.) Moench",gray alder
"ALINR",,"Alnus incana (L.) Moench ssp. rugosa (Du Roi) R.T. Clausen",speckled alder
"ALSE2",,"Alnus serrulata (Aiton) Willd.",hazel alder
"ALVI5",,"Alnus viridis (Chaix) DC.",green alder
"ALVIC",,"Alnus viridis (Chaix) DC. ssp. crispa (Aiton) Turrill",mountain alder
"ALAE",,"Alopecurus aequalis Sobol.",shortawn foxtail
"ALAEA",,"Alopecurus aequalis Sobol. var. aequalis ",shortawn foxtail
"ALCA4",,"Alopecurus carolinianus Walter",Carolina foxtail
"ALGE2",,"Alopecurus geniculatus L.",water foxtail
"ALGEG4",,"Alopecurus geniculatus L. var. geniculatus ",water foxtail
"ALMY",,"Alopecurus myosuroides Huds.",slender meadow foxtail
"ALPR3",,"Alopecurus pratensis L.",meadow foxtail
"ALPU3",,"Alternanthera pungens Kunth",khakiweed
"ALHI2",,"Althaea hirsuta L.",hairy marshmallow
"ALOF2",,"Althaea officinalis L.",common marshmallow
"ALAL3",,"Alyssum alyssoides (L.) L.",pale madwort
"AMAL",,"Amaranthus albus L.",prostrate pigweed
"AMBL",,"Amaranthus blitoides S. Watson",mat amaranth
"AMBL2",,"Amaranthus blitum L.",purple amaranth
"AMBLB",,"Amaranthus blitum L. var. blitum ",purple amaranth
"AMBLE2",,"Amaranthus blitum L. var. emarginatus (Salzm. ex Uline & W.L. Bray) Lambinon",purple amaranth
"AMCA2",,"Amaranthus cannabinus (L.) Sauer",tidalmarsh amaranth
"AMCA3",,"Amaranthus caudatus L.",foxtail amaranth
"AMCR2",,"Amaranthus crispus (Lesp. & Thev.) N. Terracc.",crispleaf amaranth
"AMCR4",,"Amaranthus cruentus L.",red amaranth
"AMDE",,"Amaranthus deflexus L.",largefruit amaranth
"AMHY",,"Amaranthus hybridus L.",slim amaranth
"AMHY2",,"Amaranthus hypochondriacus L.",Prince-of-Wales feather
"AMPA",,"Amaranthus palmeri S. Watson",carelessweed
"AMPO2",,"Amaranthus powellii S. Watson",Powell's amaranth
"AMPOP",,"Amaranthus powellii S. Watson ssp. powellii ",Powell's amaranth
"AMPU2",,"Amaranthus pumilus Raf.",seaside amaranth
"AMRE",,"Amaranthus retroflexus L.",redroot amaranth
"AMSP",,"Amaranthus spinosus L.",spiny amaranth
"AMTU",,"Amaranthus tuberculatus (Moq.) Sauer",roughfruit amaranth
"AMVI",,"Amaranthus viridis L.",slender amaranth
"AMSE3",,"Amblystegium serpens (Hedw.) Schimp.",amblystegium moss
"AMSEJ",,"Amblystegium serpens (Hedw.) Schimp. var. juratzkanum (Schimp.) Rau & Herv.",Juratzk's amblystegium moss
"AMVA",,"Amblystegium varium (Hedw.) Lindb.",amblystegium moss
"AMHE3",,"Ambrosia ×helenae Rouleau [artemisiifolia × trifida]",ragweed
"AMAR2",,"Ambrosia artemisiifolia L.",annual ragweed
"AMARA2",,"Ambrosia artemisiifolia L. var. artemisiifolia ",annual ragweed
"AMARE",,"Ambrosia artemisiifolia L. var. elatior (L.) Descourtils",annual ragweed
"AMARP",,"Ambrosia artemisiifolia L. var. paniculata (Michx.) Blank.",annual ragweed
"AMBI2",,"Ambrosia bidentata Michx.",lanceleaf ragweed
"AMPS",,"Ambrosia psilostachya DC.",Cuman ragweed
"AMTR",,"Ambrosia trifida L.",great ragweed
"AMTRT2",,"Ambrosia trifida L. var. trifida ",great ragweed
"AMIN4",,"Amelanchier ×intermedia Spach (pro sp.) [arborea × canadensis]",serviceberry
"AMNE",,"Amelanchier ×neglecta Eggl. ex G.N. Jones (pro sp.) [bartramiana × laevis]",serviceberry
"AMAR3",,"Amelanchier arborea (Michx. f.) Fernald",common serviceberry
"AMARA4",,"Amelanchier arborea (Michx. f.) Fernald var. arborea ",common serviceberry
"AMBA",,"Amelanchier bartramiana (Tausch) M. Roem.",oblongfruit serviceberry
"AMCA4",,"Amelanchier canadensis (L.) Medik.",Canadian serviceberry
"AMHU2",,"Amelanchier humilis Wiegand",low serviceberry
"AMIN2",,"Amelanchier interior E.L. Nielsen",inland serviceberry
"AMLA",,"Amelanchier laevis Wiegand",Allegheny serviceberry
"AMNA2",,"Amelanchier nantucketensis E.P. Bicknell",Nantucket serviceberry
"AMOB2",,"Amelanchier obovalis (Michx.) Ashe",coastal serviceberry
"AMSA",,"Amelanchier sanguinea (Pursh) DC.",roundleaf serviceberry
"AMSAS",,"Amelanchier sanguinea (Pursh) DC. var. sanguinea ",roundleaf serviceberry
"AMST80",,"Amelanchier stolonifera Wiegand",running serviceberry
"AMRO",,"Amerorchis rotundifolia (Banks ex Pursh) Hultén",roundleaf orchid
"AMMU",,"Amianthium muscitoxicum (Walter) A. Gray",flypoison
"AMBR",,"Ammophila breviligulata Fernald",American beachgrass
"AMCH6",,"Ammophila champlainensis Seymour",Champlain beachgrass
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"AMAC4",,"Ampelopsis aconitifolia Bunge",monkshoodvine
"AMBR7",,"Ampelopsis brevipedunculata (Maxim.) Trautv.",Amur peppervine
"AMBR2",,"Amphicarpaea bracteata (L.) Fernald",American hogpeanut
"AMBRB",,"Amphicarpaea bracteata (L.) Fernald var. bracteata ",American hogpeanut
"AMBRC",,"Amphicarpaea bracteata (L.) Fernald var. comosa ",American hogpeanut
"AMPU6",,"Amphicarpum purshii Kunth",blue maidencane
"AMMO70",,"Amphidium mougeotii (Bruch & Schimp.) Schimp.",Mougeot's amphidium moss
"AMLY",,"Amsinckia lycopsoides Lehm.",tarweed fiddleneck
"AMME",,"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.",Menzies' fiddleneck
"AMMEI2",,"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. intermedia (Fisch. & C.A. Mey.) Ganders",common fiddleneck
"AMTA2",,"Amsonia tabernaemontana Walter",eastern bluestar
"AMTAT",,"Amsonia tabernaemontana Walter var. tabernaemontana ",eastern bluestar
"ANAR",,"Anagallis arvensis L.",scarlet pimpernel
"ANARA7",,"Anagallis arvensis L. ssp. arvensis ",scarlet pimpernel
"ANMI4",,"Anagallis minima (L.) Krause",chaffweed
"ANMA",,"Anaphalis margaritacea (L.) Benth.",western pearly everlasting
"ANAR16",,"Anchusa arvensis (L.) M. Bieb.",small bugloss
"ANAZ",,"Anchusa azurea Mill.",Italian bugloss
"ANOF",,"Anchusa officinalis L.",common bugloss
"ANRO7",,"Andreaea rothii F. Weber & D. Mohr",Roth's andreaea moss
"ANRU7",,"Andreaea rupestris Hedw.",andreaea moss
"ANPO",,"Andromeda polifolia L.",bog rosemary
"ANPOG",,"Andromeda polifolia L. var. glaucophylla (Link) DC.",bog rosemary
"ANPOP",,"Andromeda polifolia L. var. polifolia ",bog rosemary
"ANGE",,"Andropogon gerardii Vitman",big bluestem
"ANGL2",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.",bushy bluestem
"ANGLG2",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. glomeratus ",bushy bluestem
"ANVI2",,"Andropogon virginicus L.",broomsedge bluestem
"ANVIV",,"Andropogon virginicus L. var. virginicus ",broomsedge bluestem
"ANMA14",,"Androsace maxima L.",greater rockjasmine
"ANCA8",,"Anemone canadensis L.",Canadian anemone
"ANCY",,"Anemone cylindrica A. Gray",candle anemone
"ANMU",,"Anemone multifida Poir.",Pacific anemone
"ANMUM3",,"Anemone multifida Poir. var. multifida ",Pacific anemone
"ANQU",,"Anemone quinquefolia L.",wood anemone
"ANQUQ",,"Anemone quinquefolia L. var. quinquefolia ",nightcaps
"ANVI3",,"Anemone virginiana L.",tall thimbleweed
"ANVIA2",,"Anemone virginiana L. var. alba (Oakes) Alph. Wood",tall thimbleweed
"ANVIC",,"Anemone virginiana L. var. cylindroidea B. Boivin",tall thimbleweed
"ANVIV2",,"Anemone virginiana L. var. virginiana ",tall thimbleweed
"ANGR2",,"Anethum graveolens L.",dill
"ANAT",,"Angelica atropurpurea L.",purplestem angelica
"ANLU",,"Angelica lucida L.",seacoast angelica
"ANVE",,"Angelica venenosa (Greenway) Fernald",hairy angelica
"ANCR2",,"Anoda cristata (L.) Schltdl.",crested anoda
"ANAT4",,"Anomodon attenuatus (Hedw.) Hüb.",anomodon moss
"ANRO6",,"Anomodon rostratus (Hedw.) Schimp.",anomodon moss
"ANRU5",,"Anomodon rugelii (Müll. Hal.) Keissl.",Rugel's anomodon moss
"ANHO",,"Antennaria howellii Greene",Howell's pussytoes
"ANHOC",,"Antennaria howellii Greene ssp. canadensis (Greene) Bayer",Canadian pussytoes
"ANHON",,"Antennaria howellii Greene ssp. neodioica (Greene) Bayer",Howell's pussytoes
"ANHOP",,"Antennaria howellii Greene ssp. petaloidea (Fernald) Bayer",small pussytoes
"ANNE",,"Antennaria neglecta Greene",field pussytoes
"ANPA9",,"Antennaria parlinii Fernald",Parlin's pussytoes
"ANPAF",,"Antennaria parlinii Fernald ssp. fallax (Greene) Bayer & Stebbins",Parlin's pussytoes
"ANPAP",,"Antennaria parlinii Fernald ssp. parlinii ",Parlin's pussytoes
"ANPL",,"Antennaria plantaginifolia (L.) Richardson",woman's tobacco
"ANAR6",,"Anthemis arvensis L.",corn chamomile
"ANCO2",,"Anthemis cotula L.",stinking chamomile
"ANTI",,"Anthemis tinctoria L.",golden chamomile
"ANAR7",,"Anthoxanthum aristatum Boiss.",annual vernalgrass
"ANMO7",,"Anthoxanthum monticola (Bigelow) Veldkamp",alpine sweetgrass
"ANMOM2",,"Anthoxanthum monticola (Bigelow) Veldkamp ssp. monticola ",alpine sweetgrass
"ANOD",,"Anthoxanthum odoratum L.",sweet vernalgrass
"ANODO2",,"Anthoxanthum odoratum L. ssp. odoratum ",sweet vernalgrass
"ANCA14",,"Anthriscus caucalis M. Bieb.",bur chervil
"ANCE",,"Anthriscus cerefolium (L.) Hoffm.",garden chervil
"ANSY",,"Anthriscus sylvestris (L.) Hoffm.",wild chervil
"ANVU",,"Anthyllis vulneraria L.",common kidneyvetch
"ANMA3",,"Antirrhinum majus L.",garden snapdragon
"APIN",,"Apera interrupta (L.) P. Beauv.",dense silkybent
"APSP",,"Apera spica-venti (L.) P. Beauv.",loose silkybent
"APMI",,"Aphanes microcarpa (Boiss. & Reut.) Rothm.",slender parsley piert
"APSE",,"Aphanorrhegma serratum (Hook. f. & Wilson) Sull.",serrate aphanorrhegma moss
"APAM",,"Apios americana Medik.",groundnut
"APGR2",,"Apium graveolens L.",wild celery
"APGRD",,"Apium graveolens L. var. dulce (Mill.) DC.",wild celery
"APHY",,"Aplectrum hyemale (Muhl. ex Willd.) Torr.",Adam and Eve
"APFL",,"Apocynum ×floribundum Greene (pro sp.) [androsaemifolium × cannabinum]",
"APAN2",,"Apocynum androsaemifolium L.",spreading dogbane
"APCA",,"Apocynum cannabinum L.",Indianhemp
"AQCA",,"Aquilegia canadensis L.",red columbine
"AQVU",,"Aquilegia vulgaris L.",European columbine
"ARTH",,"Arabidopsis thaliana (L.) Heynh.",mouseear cress
"ARDI2",,"Arabis ×divaricarpa A. Nelson (pro sp.) [drummondii × holboellii]",spreadingpod rockcress
"ARAL8",,"Arabis alpina L.",alpine rockcress
"ARCA",,"Arabis canadensis L.",sicklepod
"ARDR",,"Arabis drummondii A. Gray",Drummond's rockcress
"ARGL",,"Arabis glabra (L.) Bernh.",tower rockcress
"ARHI",,"Arabis hirsuta (L.) Scop.",hairy rockcress
"ARHIP",,"Arabis hirsuta (L.) Scop. var. pycnocarpa (M. Hopkins) Rollins",creamflower rockcress
"ARLA",,"Arabis laevigata (Muhl. ex Willd.) Poir.",smooth rockcress
"ARLAL",,"Arabis laevigata (Muhl. ex Willd.) Poir. var. laevigata ",smooth rockcress
"ARLY2",,"Arabis lyrata L.",lyrate rockcress
"ARMI5",,"Arabis missouriensis Greene",green rockcress
"ARSH2",,"Arabis shortii (Fernald) Gleason",Short's rockcress
"AREL8",,"Aralia elata (Miq.) Seem.",Japanese angelica tree
"ARHI2",,"Aralia hispida Vent.",bristly sarsaparilla
"ARNU2",,"Aralia nudicaulis L.",wild sarsaparilla
"ARRA",,"Aralia racemosa L.",American spikenard
"ARRAR",,"Aralia racemosa L. ssp. racemosa ",American spikenard
"ARSP2",,"Aralia spinosa L.",devil's walkingstick
"ARPU3",,"Arceuthobium pusillum Peck",eastern dwarf mistletoe
"ARLA3",,"Arctium lappa L.",greater burdock
"ARMI2",,"Arctium minus Bernh.",lesser burdock
"ARTO",,"Arctium tomentosum Mill.",woolly burdock
"ARVU2",,"Arctium vulgare (Hill) Evans",woodland burdock
"ARUV",,"Arctostaphylos uva-ursi (L.) Spreng.",kinnikinnick
"ARSE2",,"Arenaria serpyllifolia L.",thymeleaf sandwort
"ARBU",,"Arethusa bulbosa L.",dragon's mouth
"ARAL3",,"Argemone albiflora Hornem.",bluestem pricklypoppy
"ARALA2",,"Argemone albiflora Hornem. ssp. albiflora ",bluestem pricklypoppy
"ARME4",,"Argemone mexicana L.",Mexican pricklypoppy
"ARAN7",,"Argentina anserina (L.) Rydb.",silverweed cinquefoil
"AREG",,"Argentina egedii (Wormsk.) Rydb.",Pacific silverweed
"AREGE",,"Argentina egedii (Wormsk.) Rydb. ssp. egedii ",Pacific silverweed
"AREGG",,"Argentina egedii (Wormsk.) Rydb. ssp. groenlandica (Tratt.) Á. Löve",Pacific silverweed
"ARDR3",,"Arisaema dracontium (L.) Schott",green dragon
"ARTR",,"Arisaema triphyllum (L.) Schott",Jack in the pulpit
"ARTRP",,"Arisaema triphyllum (L.) Schott ssp. pusillum (Peck) Huttleston",Jack in the pulpit
"ARTRS",,"Arisaema triphyllum (L.) Schott ssp. stewardsonii (Britton) Huttleston",Jack in the pulpit
"ARTRT3",,"Arisaema triphyllum (L.) Schott ssp. triphyllum ",Jack in the pulpit
"ARAD",,"Aristida adscensionis L.",sixweeks threeawn
"ARBA2",,"Aristida basiramea Engelm. ex Vasey",forked threeawn
"ARDI4",,"Aristida dichotoma Michx.",churchmouse threeawn
"ARDID",,"Aristida dichotoma Michx. var. dichotoma ",churchmouse threeawn
"ARLO16",,"Aristida longespica Poir.",slimspike threeawn
"ARLOG6",,"Aristida longespica Poir. var. geniculata (Raf.) Fernald",slimspike threeawn
"ARLOL3",,"Aristida longespica Poir. var. longespica ",slimspike threeawn
"AROL",,"Aristida oligantha Michx.",prairie threeawn
"ARPU8",,"Aristida purpurascens Poir.",arrowfeather threeawn
"ARPUP4",,"Aristida purpurascens Poir. var. purpurascens ",arrowfeather threeawn
"ARPUV",,"Aristida purpurascens Poir. var. virgata (Trin.) Allred",arrowfeather threeawn
"ARTU",,"Aristida tuberculosa Nutt.",seaside threeawn
"ARCL",,"Aristolochia clematitis L.",birthwort
"ARMA7",,"Aristolochia macrophylla Lam.",pipevine
"ARSE3",,"Aristolochia serpentaria L.",Virginia snakeroot
"ARTO3",,"Aristolochia tomentosa Sims",woolly dutchman's pipe
"ARRU4",,"Armoracia rusticana G. Gaertn., B. Mey. & Scherb.",horseradish
"ARLA7",,"Arnica lanceolata Nutt.",lanceleaf arnica
"ARAT",,"Arnoglossum atriplicifolium (L.) H. Rob.",pale Indian plantain
"ARMI3",,"Arnoseris minima (L.) Schweigg. & Körte",lamb succory
"ARPR2",,"Aronia ×prunifolia (Marshall) Rehder, (pro sp.) [arbutifolia × melanocarpa]",purple chokeberry
"ARAR7",,"Aronia arbutifolia (L.) Pers.",red chokeberry
"ARME6",,"Aronia melanocarpa (Michx.) Elliott",black chokeberry
"AREL3",,"Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl",tall oatgrass
"ARELB",,"Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. bulbosum (Willd.) Spenner",tall oatgrass
"ARELE",,"Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. elatius ",tall oatgrass
"ARAB2",,"Artemisia abrotanum L.",southernwood
"ARAB3",,"Artemisia absinthium L.",absinthium
"ARAN3",,"Artemisia annua L.",sweet sagewort
"ARBI2",,"Artemisia biennis Willd.",biennial wormwood
"ARBIB",,"Artemisia biennis Willd. var. biennis ",biennial wormwood
"ARCA12",,"Artemisia campestris L.",field sagewort
"ARCAB2",,"Artemisia campestris L. ssp. borealis (Pall.) H.M. Hall & Clem.",field sagewort
"ARCAB4",,"Artemisia campestris L. ssp. borealis (Pall.) H.M. Hall & Clem. var. borealis (Pall.) M. Peck",field sagewort
"ARCAC",,"Artemisia campestris L. ssp. caudata (Michx.) H.M. Hall & Clem.",field sagewort
"ARCA14",,"Artemisia carruthii Alph. Wood ex Carruth.",Carruth's sagewort
"ARDR4",,"Artemisia dracunculus L.",tarragon
"ARFI2",,"Artemisia filifolia Torr.",sand sagebrush
"ARFR4",,"Artemisia frigida Willd.",prairie sagewort
"ARLU",,"Artemisia ludoviciana Nutt.",white sagebrush
"ARLUA",,"Artemisia ludoviciana Nutt. ssp. albula (Wooton) D.D. Keck",white sagebrush
"ARLUL2",,"Artemisia ludoviciana Nutt. ssp. ludoviciana ",white sagebrush
"ARPO4",,"Artemisia pontica L.",Roman wormwood
"ARSE4",,"Artemisia serrata Nutt.",sawtooth wormwood
"ARST6",,"Artemisia stelleriana Besser",oldwoman
"ARTR4",,"Artemisia tripartita Rydb.",threetip sagebrush
"ARTRT2",,"Artemisia tripartita Rydb. ssp. tripartita ",threetip sagebrush
"ARUM",,"Artemisia umbelliformis Lam.",Alps wormwood
"ARVU",,"Artemisia vulgaris L.",common wormwood
"ARHI3",,"Arthraxon hispidus (Thunb.) Makino",small carpetgrass
"ARDI8",,"Aruncus dioicus (Walter) Fernald",bride's feathers
"ARDID2",,"Aruncus dioicus (Walter) Fernald var. dioicus ",bride's feathers
"ARDIV",,"Aruncus dioicus (Walter) Fernald var. vulgaris (Maxim.) H. Hara",bride's feathers
"ARGI",,"Arundinaria gigantea (Walter) Muhl.",giant cane
"ARTE4",,"Arundinaria tecta (Walter) Muhl.",switchcane
"ASCA",,"Asarum canadense L.",Canadian wildginger
"ASAM",,"Asclepias amplexicaulis Sm.",clasping milkweed
"ASEX",,"Asclepias exaltata L.",poke milkweed
