Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"ACAM",,"Acorus americanus (Raf.) Raf.",sweetflag
"ACRE3",,"Acroptilon repens (L.) DC.",hardheads
"ACRU2",,"Actaea rubra (Aiton) Willd.",red baneberry
"ACRUA8",,"Actaea rubra (Aiton) Willd. ssp. arguta (Nutt.) Hultén",red baneberry
"ADBI",,"Adenocaulon bicolor Hook.",American trailplant
"ADAL",,"Adiantum aleuticum (Rupr.) Paris",Aleutian maidenhair
"ADAE",,"Adonis aestivalis L.",summer pheasant's eye
"ADAN",,"Adonis annua L.",blooddrops
"AECY",,"Aegilops cylindrica Host",jointed goatgrass
"AEPO",,"Aegopodium podagraria L.",bishop's goutweed
"AECY2",,"Aethusa cynapium L.",fool's parsley
"AGCU",,"Agastache cusickii (Greenm.) A. Heller",Cusick's giant hyssop
"AGUR",,"Agastache urticifolia (Benth.) Kuntze",nettleleaf giant hyssop
"AGURU",,"Agastache urticifolia (Benth.) Kuntze var. urticifolia ",nettleleaf giant hyssop
"AGOC2",,"Ageratina occidentalis (Hook.) R.M. King & H. Rob.",western snakeroot
"AGAU2",,"Agoseris aurantiaca (Hook.) Greene",orange agoseris
"AGAUA",,"Agoseris aurantiaca (Hook.) Greene var. aurantiaca ",orange agoseris
"AGGL",,"Agoseris glauca (Pursh) Raf.",pale agoseris
"AGGLA",,"Agoseris glauca (Pursh) Raf. var. agrestis (Osterh.) Q. Jones ex Cronquist",pale agoseris
"AGGLD",,"Agoseris glauca (Pursh) Raf. var. dasycephala (Torr. & A. Gray) Jeps.",pale agoseris
"AGGLG",,"Agoseris glauca (Pursh) Raf. var. glauca ",pale agoseris
"AGGLL",,"Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley",false agoseris
"AGGLM",,"Agoseris glauca (Pursh) Raf. var. monticola (Greene) Q. Jones ex Cronquist",pale agoseris
"AGGR",,"Agoseris grandiflora (Nutt.) Greene",bigflower agoseris
"AGHE2",,"Agoseris heterophylla (Nutt.) Greene",annual agoseris
"AGHEH",,"Agoseris heterophylla (Nutt.) Greene var. heterophylla ",annual agoseris
"AGLA9",,"Agoseris lackschewitzii Douglass M. Hend. & R. Moseley",Mill Creek agoseris
"AGRE",,"Agoseris retrorsa (Benth.) Greene",spearleaf agoseris
"AGCR",,"Agropyron cristatum (L.) Gaertn.",crested wheatgrass
"AGCRP8",,"Agropyron cristatum (L.) Gaertn. ssp. pectinatum (M. Bieb.) Tzvelev",crested wheatgrass
"AGGI",,"Agrostemma githago L.",common corncockle
"AGCA5",,"Agrostis capillaris L.",colonial bentgrass
"AGEX",,"Agrostis exarata Trin.",spike bentgrass
"AGGI2",,"Agrostis gigantea Roth",redtop
"AGHU",,"Agrostis humilis Vasey",alpine bentgrass
"AGID",,"Agrostis idahoensis Nash",Idaho bentgrass
"AGOR",,"Agrostis oregonensis Vasey",Oregon bentgrass
"AGPA8",,"Agrostis pallens Trin.",seashore bentgrass
"AGSC5",,"Agrostis scabra Willd.",rough bentgrass
"AGST2",,"Agrostis stolonifera L.",creeping bentgrass
"AGVA",,"Agrostis variabilis Rydb.",mountain bentgrass
"AIAL",,"Ailanthus altissima (Mill.) Swingle",tree of heaven
"AICA",,"Aira caryophyllea L.",silver hairgrass
"AICAC2",,"Aira caryophyllea L. var. caryophyllea ",silver hairgrass
"ALRO3",,"Alcea rosea L.",hollyhock
"ALMA12",,"Alhagi maurorum Medik.",camelthorn
"ALLE7",,"Aliciella leptomeria (A. Gray) J.M. Porter",sand gilia
"ALLO6",,"Aliciella lottiae (Day) J.M. Porter",Lott's gilia
"ALTR14",,"Aliciella triodon (Eastw.) Brand",coyote gilia
"ALGR",,"Alisma gramineum Lej.",narrowleaf water plantain
"ALTR7",,"Alisma triviale Pursh",northern water plantain
"ALOC2",,"Allenrolfea occidentalis (S. Watson) Kuntze",iodinebush
"ALPE4",,"Alliaria petiolata (M. Bieb.) Cavara & Grande",garlic mustard
"ALAA",,"Allium aaseae Ownbey",South Idaho onion
"ALAC4",,"Allium acuminatum Hook.",tapertip onion
"ALAN",,"Allium anceps Kellogg",twinleaf onion
"ALBI2",,"Allium bisceptrum S. Watson",twincrest onion
"ALBIB",,"Allium bisceptrum S. Watson var. bisceptrum ",twincrest onion
"ALBR",,"Allium brandegeei S. Watson",Brandegee's onion
"ALBR2",,"Allium brevistylum S. Watson",shortstyle onion
"ALCE2",,"Allium cernuum Roth",nodding onion
"ALCEC2",,"Allium cernuum Roth var. cernuum ",nodding onion
"ALCO2",,"Allium columbianum (Ownbey & Mingrone) P. Peterson, Annable & Rieseberg",Columbian onion
"ALDO",,"Allium douglasii Hook.",Douglas' onion
"ALFI",,"Allium fibrillum M.E. Jones",Cuddy Mountain onion
"ALGE",,"Allium geyeri S. Watson",Geyer's onion
"ALGEG",,"Allium geyeri S. Watson var. geyeri ",Geyer's onion
"ALGET",,"Allium geyeri S. Watson var. tenerum M.E. Jones",bulbil onion
"ALLE3",,"Allium lemmonii S. Watson",Lemmon's onion
"ALMA6",,"Allium madidum S. Watson",swamp onion
"ALNE",,"Allium nevadense S. Watson",Nevada onion
"ALPA3",,"Allium parvum Kellogg",small onion
"ALSC",,"Allium schoenoprasum L.",wild chives
"ALSCS2",,"Allium schoenoprasum L. var. schoenoprasum ",wild chives
"ALSI",,"Allium simillimum L.F. Hend.",simil onion
"ALTE",,"Allium textile A. Nelson & J.F. Macbr.",textile onion
"ALTO",,"Allium tolmiei (Hook.) Baker ex S. Watson",Tolmie's onion
"ALTOP",,"Allium tolmiei (Hook.) Baker ex S. Watson var. persimile Ownbey",sevendevils onion
"ALTOP2",,"Allium tolmiei (Hook.) Baker ex S. Watson var. platyphyllum (Tidestr.) Ownbey",Wallowa onion
"ALTOT",,"Allium tolmiei (Hook.) Baker ex S. Watson var. tolmiei ",Tolmie's onion
"ALVA",,"Allium validum S. Watson",Pacific onion
"ALVI2",,"Allotropa virgata Torr. & A. Gray ex A. Gray",sugarstick
"ALIN2",,"Alnus incana (L.) Moench",gray alder
"ALINT",,"Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung",thinleaf alder
"ALRH2",,"Alnus rhombifolia Nutt.",white alder
"ALRU2",,"Alnus rubra Bong.",red alder
"ALVI5",,"Alnus viridis (Chaix) DC.",green alder
"ALVIS",,"Alnus viridis (Chaix) DC. ssp. sinuata (Regel) Á. Löve & D. Löve",Sitka alder
"ALAE",,"Alopecurus aequalis Sobol.",shortawn foxtail
"ALAEA",,"Alopecurus aequalis Sobol. var. aequalis ",shortawn foxtail
"ALAR",,"Alopecurus arundinaceus Poir.",creeping meadow foxtail
"ALCA4",,"Alopecurus carolinianus Walter",Carolina foxtail
"ALGE2",,"Alopecurus geniculatus L.",water foxtail
"ALGEG4",,"Alopecurus geniculatus L. var. geniculatus ",water foxtail
"ALMA8",,"Alopecurus magellanicus Lam.",Alpine Meadow-Foxtail
"ALPR3",,"Alopecurus pratensis L.",meadow foxtail
"ALSA3",,"Alopecurus saccatus Vasey",Pacific foxtail
"ALAL3",,"Alyssum alyssoides (L.) L.",pale madwort
"ALDE",,"Alyssum desertorum Stapf",desert madwort
"ALDED",,"Alyssum desertorum Stapf var. desertorum ",desert madwort
"AMAL",,"Amaranthus albus L.",prostrate pigweed
"AMBL",,"Amaranthus blitoides S. Watson",mat amaranth
"AMCA",,"Amaranthus californicus (Moq.) S. Watson",California amaranth
"AMCA3",,"Amaranthus caudatus L.",foxtail amaranth
"AMHY",,"Amaranthus hybridus L.",slim amaranth
"AMPO2",,"Amaranthus powellii S. Watson",Powell's amaranth
"AMPOP",,"Amaranthus powellii S. Watson ssp. powellii ",Powell's amaranth
"AMRE",,"Amaranthus retroflexus L.",redroot amaranth
"AMTU",,"Amaranthus tuberculatus (Moq.) Sauer",roughfruit amaranth
"AMAC2",,"Ambrosia acanthicarpa Hook.",flatspine bur ragweed
"AMAR2",,"Ambrosia artemisiifolia L.",annual ragweed
"AMARE",,"Ambrosia artemisiifolia L. var. elatior (L.) Descourtils",annual ragweed
"AMPS",,"Ambrosia psilostachya DC.",Cuman ragweed
"AMTO3",,"Ambrosia tomentosa Nutt.",skeletonleaf bur ragweed
"AMTR",,"Ambrosia trifida L.",great ragweed
"AMTRT2",,"Ambrosia trifida L. var. trifida ",great ragweed
"AMAL2",,"Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem.",Saskatoon serviceberry
"AMALA",,"Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. alnifolia ",Saskatoon serviceberry
"AMALC",,"Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. cusickii (Fernald) C.L. Hitchc.",Cusick's serviceberry
"AMPA2",,"Amelanchier pallida Greene",pale serviceberry
"AMPU5",,"Amelanchier pumila (Torr. & A. Gray) Nutt. ex M. Roem.",dwarf serviceberry
"AMUT",,"Amelanchier utahensis Koehne",Utah serviceberry
"AMUTU",,"Amelanchier utahensis Koehne var. utahensis ",Utah serviceberry
"AMRO",,"Amerorchis rotundifolia (Banks ex Pursh) Hultén",roundleaf orchid
"AMRO3",,"Ammannia robusta Heer & Regel",grand redstem
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"AMLY",,"Amsinckia lycopsoides Lehm.",tarweed fiddleneck
"AMME",,"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.",Menzies' fiddleneck
"AMMEI2",,"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. intermedia (Fisch. & C.A. Mey.) Ganders",common fiddleneck
"AMMEM2",,"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. menziesii ",Menzies' fiddleneck
"AMTE3",,"Amsinckia tessellata A. Gray",bristly fiddleneck
"AMTET",,"Amsinckia tessellata A. Gray var. tessellata ",bristly fiddleneck
"ANAR",,"Anagallis arvensis L.",scarlet pimpernel
"ANARA7",,"Anagallis arvensis L. ssp. arvensis ",scarlet pimpernel
"ANMI4",,"Anagallis minima (L.) Krause",chaffweed
"ANMA",,"Anaphalis margaritacea (L.) Benth.",western pearly everlasting
"ANAR16",,"Anchusa arvensis (L.) M. Bieb.",small bugloss
"ANAZ",,"Anchusa azurea Mill.",Italian bugloss
"ANOF",,"Anchusa officinalis L.",common bugloss
"ANFI3",,"Ancistrocarphus filagineus A. Gray",false neststraw
"ANPO",,"Andromeda polifolia L.",bog rosemary
"ANPOP",,"Andromeda polifolia L. var. polifolia ",bog rosemary
"ANFI",,"Androsace filiformis Retz.",filiform rockjasmine
"ANOC2",,"Androsace occidentalis Pursh",western rockjasmine
"ANSE4",,"Androsace septentrionalis L.",pygmyflower rockjasmine
"ANSEP2",,"Androsace septentrionalis L. ssp. puberulenta (Rydb.) G.T. Robbins",pygmyflower rockjasmine
"ANSES3",,"Androsace septentrionalis L. ssp. septentrionalis ",pygmyflower rockjasmine
"ANSES4",,"Androsace septentrionalis L. ssp. subulifera (A. Gray) G.T. Robbins",pygmyflower rockjasmine
"ANSES5",,"Androsace septentrionalis L. ssp. subumbellata (A. Nelson) G.T. Robbins",pygmyflower rockjasmine
"ANEU",,"Anelsonia eurycarpa (A. Gray) J.F. Macbr. & Payson",daggerpod
"ANCY",,"Anemone cylindrica A. Gray",candle anemone
"ANDR",,"Anemone drummondii S. Watson",Drummond's anemone
"ANDRD",,"Anemone drummondii S. Watson ssp. drummondii ",Drummond's anemone
"ANLI4",,"Anemone lithophila Rydb.",Little Belt Mountain thimbleweed
"ANMU",,"Anemone multifida Poir.",Pacific anemone
"ANMUM3",,"Anemone multifida Poir. var. multifida ",Pacific anemone
"ANMUS",,"Anemone multifida Poir. var. saxicola B. Boivin",red windflower
"ANMUT",,"Anemone multifida Poir. var. tetonensis (Porter ex Britton) C.L. Hitchc.",Pacific anemone
"ANPA",,"Anemone parviflora Michx.",smallflowered anemone
"ANPAP2",,"Anemone parviflora Michx. var. parviflora ",smallflowered anemone
"ANPI",,"Anemone piperi Britton ex Rydb.",Piper's anemone
"ANAR3",,"Angelica arguta Nutt.",Lyall's angelica
"ANDA",,"Angelica dawsonii S. Watson",Dawson's angelica
"ANKI",,"Angelica kingii (S. Watson) J.M. Coult. & Rose",King's angelica
"ANPI2",,"Angelica pinnata S. Watson",small-leaf angelica
"ANRO",,"Angelica roseana L.F. Hend.",rose angelica
"ANAN2",,"Antennaria anaphaloides Rydb.",pearly pussytoes
"ANAR4",,"Antennaria arcuata Cronquist",box pussytoes
"ANCO",,"Antennaria corymbosa E.E. Nelson",flat-top pussytoes
"ANDI2",,"Antennaria dimorpha (Nutt.) Torr. & A. Gray",low pussytoes
"ANFL2",,"Antennaria flagellaris (A. Gray) A. Gray",whip pussytoes
"ANHO",,"Antennaria howellii Greene",Howell's pussytoes
"ANHOH",,"Antennaria howellii Greene ssp. howellii ",Howell's pussytoes
"ANHON",,"Antennaria howellii Greene ssp. neodioica (Greene) Bayer",Howell's pussytoes
"ANLA3",,"Antennaria lanata (Hook.) Greene",woolly pussytoes
"ANLU2",,"Antennaria luzuloides Torr. & A. Gray",rush pussytoes
"ANLUL",,"Antennaria luzuloides Torr. & A. Gray ssp. luzuloides ",rush pussytoes
"ANME2",,"Antennaria media Greene",Rocky Mountain pussytoes
"ANMI3",,"Antennaria microphylla Rydb.",littleleaf pussytoes
"ANPA4",,"Antennaria parvifolia Nutt.",small-leaf pussytoes
"ANPU",,"Antennaria pulcherrima (Hook.) Greene",showy pussytoes
"ANPUP",,"Antennaria pulcherrima (Hook.) Greene ssp. pulcherrima ",handsome pussy-toes
"ANRA",,"Antennaria racemosa Hook.",raceme pussytoes
"ANRO2",,"Antennaria rosea Greene",rosy pussytoes
"ANROA",,"Antennaria rosea Greene ssp. arida (E.E. Nelson) Bayer",rosy pussytoes
"ANROC",,"Antennaria rosea Greene ssp. confinis (Greene) Bayer",rosy pussytoes
"ANROP",,"Antennaria rosea Greene ssp. pulvinata (Greene) Bayer",pulvinate pussytoes
"ANROR",,"Antennaria rosea Greene ssp. rosea ",rosy pussytoes
"ANST2",,"Antennaria stenophylla (A. Gray) A. Gray",narrowleaf pussytoes
"ANUM",,"Antennaria umbrinella Rydb.",umber pussytoes
"ANAR6",,"Anthemis arvensis L.",corn chamomile
"ANCO2",,"Anthemis cotula L.",stinking chamomile
"ANTI",,"Anthemis tinctoria L.",golden chamomile
"ANOD",,"Anthoxanthum odoratum L.",sweet vernalgrass
"ANODO2",,"Anthoxanthum odoratum L. ssp. odoratum ",sweet vernalgrass
"ANCA14",,"Anthriscus caucalis M. Bieb.",bur chervil
"ANSY",,"Anthriscus sylvestris (L.) Hoffm.",wild chervil
"APIN",,"Apera interrupta (L.) P. Beauv.",dense silkybent
"APSP",,"Apera spica-venti (L.) P. Beauv.",loose silkybent
"APAR2",,"Aphanes arvensis L.",field parsley piert
"APGR2",,"Apium graveolens L.",wild celery
"APGRD",,"Apium graveolens L. var. dulce (Mill.) DC.",wild celery
"APFL",,"Apocynum ×floribundum Greene (pro sp.) [androsaemifolium × cannabinum]",
"APAN2",,"Apocynum androsaemifolium L.",spreading dogbane
"APCA",,"Apocynum cannabinum L.",Indianhemp
"AQCO",,"Aquilegia coerulea James",Colorado blue columbine
"AQCOC",,"Aquilegia coerulea James var. coerulea ",Colorado blue columbine
"AQCOO",,"Aquilegia coerulea James var. ochroleuca Hook.",white Colorado columbine
"AQFL",,"Aquilegia flavescens S. Watson",yellow columbine
"AQFLF",,"Aquilegia flavescens S. Watson var. flavescens ",yellow columbine
"AQFLM",,"Aquilegia flavescens S. Watson var. miniata A. Nelson & J.F. Macbr.",yellow columbine
"AQFO",,"Aquilegia formosa Fisch. ex DC.",western columbine
"ARTH",,"Arabidopsis thaliana (L.) Heynh.",mouseear cress
"ARDI2",,"Arabis ×divaricarpa A. Nelson (pro sp.) [drummondii × holboellii]",spreadingpod rockcress
"ARCO",,"Arabis cobrensis M.E. Jones",sagebrush rockcress
"ARCR",,"Arabis crucisetosa Constance & Rollins",wetsoil rockcress
"ARCU",,"Arabis cusickii S. Watson",Cusick's rockcress
"ARDR",,"Arabis drummondii A. Gray",Drummond's rockcress
"ARES5",,"Arabis eschscholtziana Andrz.",Eschscholtz's hairy rockcress
"ARGL",,"Arabis glabra (L.) Bernh.",tower rockcress
"ARHI",,"Arabis hirsuta (L.) Scop.",hairy rockcress
"ARHIG",,"Arabis hirsuta (L.) Scop. var. glabrata Torr. & A. Gray",mountain rockcress
"ARHIP",,"Arabis hirsuta (L.) Scop. var. pycnocarpa (M. Hopkins) Rollins",creamflower rockcress
"ARHO2",,"Arabis holboellii Hornem.",Holboell's rockcress
"ARHOC",,"Arabis holboellii Hornem. var. collinsii (Fernald) Rollins",Collins' rockcress
"ARHOP2",,"Arabis holboellii Hornem. var. pendulocarpa (A. Nelson) Rollins",dropseed rockcress
"ARHOP3",,"Arabis holboellii Hornem. var. pinetorum (Tidestr.) Rollins",Holboell's rockcress
"ARHOR",,"Arabis holboellii Hornem. var. retrofracta (Graham) Rydb.",second rockcress
"ARLA10",,"Arabis lasiocarpa Rollins",Wasatch rockcress
"ARLE",,"Arabis lemmonii S. Watson",Lemmon's rockcress
"ARLEL",,"Arabis lemmonii S. Watson var. lemmonii ",Lemmon's rockcress
"ARLI",,"Arabis lignifera A. Nelson",desert rockcress
"ARLY",,"Arabis lyallii S. Watson",Lyall's rockcress
"ARLYL",,"Arabis lyallii S. Watson var. lyallii ",Lyall's rockcress
"ARLYN",,"Arabis lyallii S. Watson var. nubigena (J.F. Macbr. & Payson) Rollins",Lyall's rockcress
"ARMI",,"Arabis microphylla Nutt.",littleleaf rockcress
"ARMIM",,"Arabis microphylla Nutt. var. macounii (S. Watson) Rollins",Macoun's rockcress
"ARMIM2",,"Arabis microphylla Nutt. var. microphylla ",littleleaf rockcress
"ARNU",,"Arabis nuttallii B.L. Rob.",Nuttall's rockcress
"ARPL",,"Arabis platysperma A. Gray",pioneer rockcress
"ARPLH2",,"Arabis platysperma A. Gray var. howellii (S. Watson) Jeps.",Howell's pioneer rockcress
"ARPU",,"Arabis puberula Nutt.",silver rockcress
"ARSP",,"Arabis sparsiflora Nutt.",sicklepod rockcress
"ARSPS2",,"Arabis sparsiflora Nutt. var. sparsiflora ",sicklepod rockcress
"ARSPS",,"Arabis sparsiflora Nutt. var. subvillosa (S. Watson) Rollins",hairystem rockcress
"ARSU2",,"Arabis suffrutescens S. Watson",woody rockcress
"ARSUS",,"Arabis suffrutescens S. Watson var. suffrutescens ",woody rockcress
"ARWI",,"Arabis williamsii Rollins",Wind River rockcress
"ARWIS",,"Arabis williamsii Rollins var. saximontana (Rollins) Rollins",Cross Mountain rockcress
"ARNU2",,"Aralia nudicaulis L.",wild sarsaparilla
"ARAM",,"Arceuthobium americanum Nutt. ex Engelm.",American dwarf mistletoe
"ARCA3",,"Arceuthobium campylopodum Engelm.",western dwarf mistletoe
"ARCY2",,"Arceuthobium cyanocarpum (A. Nelson ex Rydb.) A. Nelson",limber pine dwarf mistletoe
"ARDO",,"Arceuthobium douglasii Engelm.",Douglas-fir dwarf mistletoe
"ARLA11",,"Arceuthobium laricis (Piper) H. St. John",larch dwarf mistletoe
"ARLA3",,"Arctium lappa L.",greater burdock
"ARMI2",,"Arctium minus Bernh.",lesser burdock
"ARUV",,"Arctostaphylos uva-ursi (L.) Spreng.",kinnikinnick
"ARAC2",,"Arenaria aculeata S. Watson",prickly sandwort
"ARCA7",,"Arenaria capillaris Poir.",slender mountain sandwort
"ARCAA",,"Arenaria capillaris Poir. ssp. americana Maguire",fescue sandwort
"ARCO5",,"Arenaria congesta Nutt.",ballhead sandwort
"ARCOC",,"Arenaria congesta Nutt. var. cephaloidea (Rydb.) Maguire",sharptip sandwort
"ARCOC4",,"Arenaria congesta Nutt. var. congesta ",ballhead sandwort
"ARCOG",,"Arenaria congesta Nutt. var. glandulifera Maguire",gland sandwort
"ARCOL",,"Arenaria congesta Nutt. var. lithophila (Rydb.) Maguire",rock-loving sandwort
"ARCOS2",,"Arenaria congesta Nutt. var. subcongesta (S. Watson) S. Watson",loosehead sandwort
"ARFR",,"Arenaria franklinii Douglas ex Hook.",Franklin's sandwort
"ARFRF2",,"Arenaria franklinii Douglas ex Hook. var. franklinii ",Franklin's sandwort
"ARKI",,"Arenaria kingii (S. Watson) M.E. Jones",King's sandwort
"ARKIC",,"Arenaria kingii (S. Watson) M.E. Jones ssp. compacta (Coville) Maguire",King's compact sandwort
"ARKIU2",,"Arenaria kingii (S. Watson) M.E. Jones ssp. uintahensis (A. Nelson) Maguire",Uinta sandwort
"ARSE2",,"Arenaria serpyllifolia L.",thymeleaf sandwort
"ARMU",,"Argemone munita Durand & Hilg.",flatbud pricklypoppy
"ARMUR",,"Argemone munita Durand & Hilg. ssp. rotundata (Rydb.) G.B. Ownbey",flatbud pricklypoppy
"ARPO2",,"Argemone polyanthemos (Fedde) G.B. Ownbey",crested pricklypoppy
"ARAN7",,"Argentina anserina (L.) Rydb.",silverweed cinquefoil
"AROL",,"Aristida oligantha Michx.",prairie threeawn
"ARPU9",,"Aristida purpurea Nutt.",purple threeawn
"ARPUL",,"Aristida purpurea Nutt. var. longiseta (Steud.) Vasey",Fendler threeawn
"ARRU4",,"Armoracia rusticana G. Gaertn., B. Mey. & Scherb.",horseradish
"ARDI7",,"Arnica ×diversifolia Greene (pro sp.) [amplexicaulis or mollis × cordifolia or latifolia]",rayless arnica
"ARAM2",,"Arnica amplexicaulis Nutt.",clasping arnica
"ARAN5",,"Arnica angustifolia Vahl",narrowleaf arnica
"ARANT",,"Arnica angustifolia Vahl ssp. tomentosa (Macoun) G.W. Douglas & G. Ruyle-Douglas",narrowleaf arnica
"ARCH3",,"Arnica chamissonis Less.",Chamisso arnica
"ARCHF",,"Arnica chamissonis Less. ssp. foliosa (Nutt.) Maguire",Chamisso arnica
"ARCHA2",,"Arnica chamissonis Less. ssp. foliosa (Nutt.) Maguire var. andina (Nutt.) Ediger & T.M. Barkley",Chamisso arnica
"ARCHI4",,"Arnica chamissonis Less. ssp. foliosa (Nutt.) Maguire var. incana (A. Gray) Hultén",Chamisso arnica
"ARCO9",,"Arnica cordifolia Hook.",heartleaf arnica
"ARFU3",,"Arnica fulgens Pursh",foothill arnica
"ARGR14",,"Arnica gracilis Rydb.",smallhead arnica
"ARLA8",,"Arnica latifolia Bong.",broadleaf arnica
"ARLO6",,"Arnica longifolia D.C. Eaton",spearleaf arnica
"ARMO4",,"Arnica mollis Hook.",hairy arnica
"ARPA13",,"Arnica parryi A. Gray",Parry's arnica
"ARPAP3",,"Arnica parryi A. Gray ssp. parryi ",Parry's arnica
"ARRY",,"Arnica rydbergii Greene",Rydberg's arnica
"ARSO2",,"Arnica sororia Greene",twin arnica
"AREL3",,"Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl",tall oatgrass
"ARELE",,"Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. elatius ",tall oatgrass
"ARAB3",,"Artemisia absinthium L.",absinthium
"ARAN3",,"Artemisia annua L.",sweet sagewort
"ARAR8",,"Artemisia arbuscula Nutt.",little sagebrush
"ARARA",,"Artemisia arbuscula Nutt. ssp. arbuscula ",little sagebrush
"ARARL",,"Artemisia arbuscula Nutt. ssp. longiloba (Osterh.) L.M. Shultz",little sagebrush
"ARART",,"Artemisia arbuscula Nutt. ssp. thermopola Beetle",little sagebrush
