Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"AICA",,"Aira caryophyllea L.",silver hairgrass
"AICAC2",,"Aira caryophyllea L. var. caryophyllea ",silver hairgrass
"AIEL4",,"Aira elegans Willd. ex Kunth",annual silver hairgrass
"AJRE",,"Ajuga reptans L.",common bugle
"AKQU",,"Akebia quinata (Houtt.) Decne.",chocolate vine
"ALJU",,"Albizia julibrissin Durazz.",silktree
"ALAU",,"Aletris aurea Walter",golden colicroot
"ALFA2",,"Aletris farinosa L.",white colicroot
"ALLU",,"Aletris lutea Small",yellow colicroot
"ALAM",,"Allium ampeloprasum L.",broadleaf wild leek
"ALCA3",,"Allium canadense L.",meadow garlic
"ALCAC",,"Allium canadense L. var. canadense ",meadow garlic
"ALCAM",,"Allium canadense L. var. mobilense (Regel) Ownbey",meadow garlic
"ALCE",,"Allium cepa L.",garden onion
"ALSA2",,"Allium sativum L.",cultivated garlic
"ALVI",,"Allium vineale L.",wild garlic
"ALVIV",,"Allium vineale L. ssp. vineale ",wild garlic
"ALSE2",,"Alnus serrulata (Aiton) Willd.",hazel alder
"ALCA4",,"Alopecurus carolinianus Walter",Carolina foxtail
"ALMY",,"Alopecurus myosuroides Huds.",slender meadow foxtail
"ALDR2",,"Alophia drummondii (Graham) R.C. Foster",propeller flower
"ALPS",,"Alstroemeria psittacina Lehm., nom. inq.",lily of the Incas
"ALCA5",,"Alternanthera caracasana Kunth",washerwoman
"ALPA17",,"Alternanthera paronychioides A. St.-Hil.",smooth joyweed
"ALPAA2",,"Alternanthera paronychioides A. St.-Hil. var. amazonica Huber",smooth joyweed
"ALPAP",,"Alternanthera paronychioides A. St.-Hil. var. paronychioides ",smooth joyweed
"ALPH",,"Alternanthera philoxeroides (Mart.) Griseb.",alligatorweed
"ALSE4",,"Alternanthera sessilis (L.) R. Br. ex DC.",sessile joyweed
"ALVA2",,"Alysicarpus vaginalis (L.) DC.",white moneywort
"ALAL3",,"Alyssum alyssoides (L.) L.",pale madwort
"AMAL",,"Amaranthus albus L.",prostrate pigweed
"AMAR",,"Amaranthus arenicola I.M. Johnst.",sandhill amaranth
"AMAU",,"Amaranthus australis (A. Gray) Sauer",southern amaranth
"AMBI",,"Amaranthus bigelovii Uline & Bray",Bigelow's amaranth
"AMBL",,"Amaranthus blitoides S. Watson",mat amaranth
"AMBL2",,"Amaranthus blitum L.",purple amaranth
"AMBLE2",,"Amaranthus blitum L. var. emarginatus (Salzm. ex Uline & W.L. Bray) Lambinon",purple amaranth
"AMCA2",,"Amaranthus cannabinus (L.) Sauer",tidalmarsh amaranth
"AMDE",,"Amaranthus deflexus L.",largefruit amaranth
"AMGR2",,"Amaranthus greggii S. Watson",Gregg's amaranth
"AMHY",,"Amaranthus hybridus L.",slim amaranth
"AMPA",,"Amaranthus palmeri S. Watson",carelessweed
"AMPO2",,"Amaranthus powellii S. Watson",Powell's amaranth
"AMPOP",,"Amaranthus powellii S. Watson ssp. powellii ",Powell's amaranth
"AMRE",,"Amaranthus retroflexus L.",redroot amaranth
"AMSP",,"Amaranthus spinosus L.",spiny amaranth
"AMTR2",,"Amaranthus tricolor L.",Joseph's-coat
"AMTU",,"Amaranthus tuberculatus (Moq.) Sauer",roughfruit amaranth
"AMVI",,"Amaranthus viridis L.",slender amaranth
"AMBE3",,"Amaryllis belladonna L.",belladonna lily
"AMAR2",,"Ambrosia artemisiifolia L.",annual ragweed
"AMARP",,"Ambrosia artemisiifolia L. var. paniculata (Michx.) Blank.",annual ragweed
"AMBI2",,"Ambrosia bidentata Michx.",lanceleaf ragweed
"AMPS",,"Ambrosia psilostachya DC.",Cuman ragweed
"AMTE5",,"Ambrosia tenuifolia Spreng.",slimleaf bur ragweed
"AMTR",,"Ambrosia trifida L.",great ragweed
"AMTRT",,"Ambrosia trifida L. var. texana Scheele",Texan great ragweed
"AMTRT2",,"Ambrosia trifida L. var. trifida ",great ragweed
"AMAR3",,"Amelanchier arborea (Michx. f.) Fernald",common serviceberry
"AMARA4",,"Amelanchier arborea (Michx. f.) Fernald var. arborea ",common serviceberry
"AMMU",,"Amianthium muscitoxicum (Walter) A. Gray",flypoison
"AMAU2",,"Ammannia auriculata Willd.",eared redstem
"AMCO",,"Ammannia coccinea Rottb.",valley redstem
"AMLA3",,"Ammannia latifolia L.",pink redstem
"AMRO3",,"Ammannia robusta Heer & Regel",grand redstem
"AMMA",,"Ammi majus L.",large bullwort
"AMBU",,"Ammoselinum butleri (Engelm. ex S. Watson) J.M. Coult. & Rose",Butler's sandparsley
"AMCA6",,"Amorpha canescens Pursh",leadplant
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"AMLA2",,"Amorpha laevigata Nutt.",smooth false indigo
"AMNI",,"Amorpha nitens Boynt.",shining false indigo
"AMPA4",,"Amorpha paniculata Torr. & A. Gray",panicled false indigo
"AMCO2",,"Ampelopsis cordata Michx.",heartleaf peppervine
"AMDR",,"Amphiachyris dracunculoides (DC.) Nutt.",prairie broomweed
"AMSC4",,"Amphibromus scabrivalvis (Trin.) Swallen",swamp wallaby grass
"AMBR2",,"Amphicarpaea bracteata (L.) Fernald",American hogpeanut
"AMBRB",,"Amphicarpaea bracteata (L.) Fernald var. bracteata ",American hogpeanut
"AMBRC",,"Amphicarpaea bracteata (L.) Fernald var. comosa ",American hogpeanut
"AMLU2",,"Amsonia ludoviciana Vail",Louisiana bluestar
"AMRE3",,"Amsonia repens Shinners",creeping bluestar
"AMRI",,"Amsonia rigida Shuttlw. ex Small",stiff bluestar
"AMTA2",,"Amsonia tabernaemontana Walter",eastern bluestar
"AMTAS",,"Amsonia tabernaemontana Walter var. salicifolia (Pursh) Woodson",eastern bluestar
"AMTAT",,"Amsonia tabernaemontana Walter var. tabernaemontana ",eastern bluestar
"ANAR",,"Anagallis arvensis L.",scarlet pimpernel
"ANARA7",,"Anagallis arvensis L. ssp. arvensis ",scarlet pimpernel
"ANARF",,"Anagallis arvensis L. ssp. foemina (Mill.) Schinz & Thell.",poorman's weatherglass
"ANMI4",,"Anagallis minima (L.) Krause",chaffweed
"ANCA4",,"Andropogon capillipes Nash",chalky bluestem
"ANGE",,"Andropogon gerardii Vitman",big bluestem
"ANGL10",,"Andropogon glaucopsis Elliott",purple bluestem
"ANGL2",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.",bushy bluestem
"ANGLG2",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. glomeratus ",bushy bluestem
"ANGLH",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. hirsutior (Hack.) C. Mohr",bushy bluestem
"ANGLP",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. pumilus Vasey ex L.H. Dewey",bushy bluestem
"ANGY2",,"Andropogon gyrans Ashe",Elliott's bluestem
"ANGYG",,"Andropogon gyrans Ashe var. gyrans ",Elliott's bluestem
"ANGYS",,"Andropogon gyrans Ashe var. stenophyllus (Hack.) C.S. Campbell",Elliott's bluestem
"ANMO3",,"Andropogon mohrii (Hack.) Hack. ex Vasey",Mohr's bluestem
"ANTE2",,"Andropogon ternarius Michx.",splitbeard bluestem
"ANTET",,"Andropogon ternarius Michx. var. ternarius ",splitbeard bluestem
"ANVI2",,"Andropogon virginicus L.",broomsedge bluestem
"ANVIV",,"Andropogon virginicus L. var. virginicus ",broomsedge bluestem
"ANBE",,"Anemone berlandieri Pritz.",tenpetal thimbleweed
"ANCA9",,"Anemone caroliniana Walter",Carolina anemone
"ANVI3",,"Anemone virginiana L.",tall thimbleweed
"ANVIV2",,"Anemone virginiana L. var. virginiana ",tall thimbleweed
"ANGR2",,"Anethum graveolens L.",dill
"ANVE",,"Angelica venenosa (Greenway) Fernald",hairy angelica
"ANCR2",,"Anoda cristata (L.) Schltdl.",crested anoda
"ANCO6",,"Anredera cordifolia (Ten.) Steenis",heartleaf madeiravine
"ANPA9",,"Antennaria parlinii Fernald",Parlin's pussytoes
"ANPAF",,"Antennaria parlinii Fernald ssp. fallax (Greene) Bayer & Stebbins",Parlin's pussytoes
"ANPL",,"Antennaria plantaginifolia (L.) Richardson",woman's tobacco
"ANSO",,"Antennaria solitaria Rydb.",singlehead pussytoes
"ANRU",,"Anthaenantia rufa (Nutt.) Schult.",purple silkyscale
"ANVI4",,"Anthaenantia villosa (Michx.) P. Beauv.",green silkyscale
"ANAR6",,"Anthemis arvensis L.",corn chamomile
"ANCO2",,"Anthemis cotula L.",stinking chamomile
"ANAR7",,"Anthoxanthum aristatum Boiss.",annual vernalgrass
"ANOD",,"Anthoxanthum odoratum L.",sweet vernalgrass
"ANODO2",,"Anthoxanthum odoratum L. ssp. odoratum ",sweet vernalgrass
"ANCA14",,"Anthriscus caucalis M. Bieb.",bur chervil
"ANLE4",,"Antigonon leptopus Hook. & Arn.",coral vine
"ANMA3",,"Antirrhinum majus L.",garden snapdragon
"APMI",,"Aphanes microcarpa (Boiss. & Reut.) Rothm.",slender parsley piert
"APSK",,"Aphanostephus skirrhobasis (DC.) Trel.",Arkansas dozedaisy
"APSKS",,"Aphanostephus skirrhobasis (DC.) Trel. var. skirrhobasis ",Arkansas dozedaisy
"APSKT",,"Aphanostephus skirrhobasis (DC.) Trel. var. thalassius Shinners",Arkansas dozedaisy
"APAM",,"Apios americana Medik.",groundnut
"APGR2",,"Apium graveolens L.",wild celery
"APGRD",,"Apium graveolens L. var. dulce (Mill.) DC.",wild celery
"APCA",,"Apocynum cannabinum L.",Indianhemp
"APAP",,"Apteria aphylla (Nutt.) Barnhart ex Small",nodding nixie
"ARTH",,"Arabidopsis thaliana (L.) Heynh.",mouseear cress
"ARCA",,"Arabis canadensis L.",sicklepod
"ARHY",,"Arachis hypogaea L.",peanut
"ARSP2",,"Aralia spinosa L.",devil's walkingstick
"ARMI2",,"Arctium minus Bernh.",lesser burdock
"ARCR80",,"Ardisia crenata Sims",hen's eyes
"ARBE",,"Arenaria benthamii Fenzl ex Torr. & A. Gray",hilly sandwort
"ARLA4",,"Arenaria lanuginosa (Michx.) Rohrb.",spreading sandwort
"ARLAL2",,"Arenaria lanuginosa (Michx.) Rohrb. ssp. lanuginosa ",spreading sandwort
"ARLAL3",,"Arenaria lanuginosa (Michx.) Rohrb. ssp. lanuginosa var. lanuginosa ",spreading sandwort
"ARSE2",,"Arenaria serpyllifolia L.",thymeleaf sandwort
"ARAL3",,"Argemone albiflora Hornem.",bluestem pricklypoppy
"ARALA2",,"Argemone albiflora Hornem. ssp. albiflora ",bluestem pricklypoppy
"ARALT",,"Argemone albiflora Hornem. ssp. texana G.B. Ownbey",bluestem pricklypoppy
"ARME4",,"Argemone mexicana L.",Mexican pricklypoppy
"ARDR3",,"Arisaema dracontium (L.) Schott",green dragon
"ARTR",,"Arisaema triphyllum (L.) Schott",Jack in the pulpit
"ARTRP",,"Arisaema triphyllum (L.) Schott ssp. pusillum (Peck) Huttleston",Jack in the pulpit
"ARTRQ",,"Arisaema triphyllum (L.) Schott ssp. quinatum (Buckley) Huttleston",Jack in the pulpit
"ARTRT3",,"Arisaema triphyllum (L.) Schott ssp. triphyllum ",Jack in the pulpit
"ARDE3",,"Aristida desmantha Trin. & Rupr.",curly threeawn
"ARDI4",,"Aristida dichotoma Michx.",churchmouse threeawn
"ARDID",,"Aristida dichotoma Michx. var. dichotoma ",churchmouse threeawn
"ARLA6",,"Aristida lanosa Muhl. ex Elliott",woollysheath threeawn
"ARLO16",,"Aristida longespica Poir.",slimspike threeawn
"ARLOG6",,"Aristida longespica Poir. var. geniculata (Raf.) Fernald",slimspike threeawn
"ARLOL3",,"Aristida longespica Poir. var. longespica ",slimspike threeawn
"AROL",,"Aristida oligantha Michx.",prairie threeawn
"ARPA26",,"Aristida palustris (Chapm.) Vasey",longleaf threeawn
"ARPU8",,"Aristida purpurascens Poir.",arrowfeather threeawn
"ARPUP4",,"Aristida purpurascens Poir. var. purpurascens ",arrowfeather threeawn
"ARPUV",,"Aristida purpurascens Poir. var. virgata (Trin.) Allred",arrowfeather threeawn
"ARPU9",,"Aristida purpurea Nutt.",purple threeawn
"ARPUL",,"Aristida purpurea Nutt. var. longiseta (Steud.) Vasey",Fendler threeawn
"ARPUP6",,"Aristida purpurea Nutt. var. purpurea ",purple threeawn
"ARRA2",,"Aristida ramosissima Engelm. ex A. Gray",s-curve threeawn
"ARTU",,"Aristida tuberculosa Nutt.",seaside threeawn
"ARRE3",,"Aristolochia reticulata Jacq.",Texas dutchman's pipe
"ARSE3",,"Aristolochia serpentaria L.",Virginia snakeroot
"ARTO3",,"Aristolochia tomentosa Sims",woolly dutchman's pipe
"ARRU4",,"Armoracia rusticana G. Gaertn., B. Mey. & Scherb.",horseradish
"ARAT",,"Arnoglossum atriplicifolium (L.) H. Rob.",pale Indian plantain
"AROV",,"Arnoglossum ovatum (Walter) H. Rob.",ovateleaf cacalia
"ARPL4",,"Arnoglossum plantagineum Raf.",groovestem Indian plantain
"ARAR7",,"Aronia arbutifolia (L.) Pers.",red chokeberry
"AREL3",,"Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl",tall oatgrass
"ARELE",,"Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. elatius ",tall oatgrass
"ARAN3",,"Artemisia annua L.",sweet sagewort
"ARLU",,"Artemisia ludoviciana Nutt.",white sagebrush
"ARLUL2",,"Artemisia ludoviciana Nutt. ssp. ludoviciana ",white sagebrush
"ARST6",,"Artemisia stelleriana Besser",oldwoman
"ARVU",,"Artemisia vulgaris L.",common wormwood
"ARHI3",,"Arthraxon hispidus (Thunb.) Makino",small carpetgrass
"ARGI",,"Arundinaria gigantea (Walter) Muhl.",giant cane
"ARTE4",,"Arundinaria tecta (Walter) Muhl.",switchcane
"ARDO4",,"Arundo donax L.",giant reed
"ASCA",,"Asarum canadense L.",Canadian wildginger
"ASAM",,"Asclepias amplexicaulis Sm.",clasping milkweed
"ASCU",,"Asclepias curassavica L.",bloodflower
"ASHI",,"Asclepias hirtella (Pennell) Woodson",green milkweed
"ASHU3",,"Asclepias humistrata Walter",pinewoods milkweed
"ASIN",,"Asclepias incarnata L.",swamp milkweed
"ASINI",,"Asclepias incarnata L. ssp. incarnata ",swamp milkweed
"ASLA2",,"Asclepias lanceolata Walter",fewflower milkweed
"ASLO",,"Asclepias longifolia Michx.",longleaf milkweed
"ASMI12",,"Asclepias michauxii Decne.",Michaux's milkweed
"ASOB",,"Asclepias obovata Elliott",pineland milkweed
"ASOE",,"Asclepias oenotheroides Cham. & Schltdl.",zizotes milkweed
"ASPE",,"Asclepias perennis Walter",aquatic milkweed
"ASPU2",,"Asclepias purpurascens L.",purple milkweed
"ASRU",,"Asclepias rubra L.",red milkweed
"ASST",,"Asclepias stenophylla A. Gray",slimleaf milkweed
"ASSY",,"Asclepias syriaca L.",common milkweed
"ASTU",,"Asclepias tuberosa L.",butterfly milkweed
"ASTUI",,"Asclepias tuberosa L. ssp. interior Woodson",butterfly milkweed
"ASVA",,"Asclepias variegata L.",redring milkweed
"ASVE",,"Asclepias verticillata L.",whorled milkweed
"ASVI",,"Asclepias viridiflora Raf.",green comet milkweed
"ASVI2",,"Asclepias viridis Walter",green antelopehorn
"ASPA18",,"Asimina parviflora (Michx.) Dunal",smallflower pawpaw
"ASTR",,"Asimina triloba (L.) Dunal",pawpaw
"ASOF",,"Asparagus officinalis L.",garden asparagus
"ASBR2",,"Asplenium bradleyi D.C. Eaton",Bradley's spleenwort
"ASPL",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb.",ebony spleenwort
"ASPLB",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. bacculum-rubrum (Featherm.) Fernald",ebony spleenwort
"ASPLP",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. platyneuron ",ebony spleenwort
"ASRE",,"Asplenium resiliens Kunze",blackstem spleenwort
"ASTR2",,"Asplenium trichomanes L.",maidenhair spleenwort
"ASTRT",,"Asplenium trichomanes L. ssp. trichomanes ",maidenhair spleenwort
"ASCA11",,"Astragalus canadensis L.",Canadian milkvetch
"ASCAC6",,"Astragalus canadensis L. var. canadensis ",Canadian milkvetch
"ASCR2",,"Astragalus crassicarpus Nutt.",groundplum milkvetch
"ASCRT",,"Astragalus crassicarpus Nutt. var. trichocalyx (Nutt.) Barneby",groundplum milkvetch
"ASDI4",,"Astragalus distortus Torr. & A. Gray",Ozark milkvetch
"ASDID3",,"Astragalus distortus Torr. & A. Gray var. distortus ",Ozark milkvetch
"ASDIE",,"Astragalus distortus Torr. & A. Gray var. engelmannii (Sheldon) M.E. Jones",Englemann's milkvetch
"ASLE10",,"Astragalus leptocarpus Torr. & A. Gray",rare loco milkvetch
"ASNU4",,"Astragalus nuttallianus DC.",smallflowered milkvetch
"ASNUN",,"Astragalus nuttallianus DC. var. nuttallianus ",smallflowered milkvetch
"ASSO5",,"Astragalus soxmaniorum Lundell",Soxman's milkvetch
"ATFI",,"Athyrium filix-femina (L.) Roth",common ladyfern
"ATFIA2",,"Athyrium filix-femina (L.) Roth ssp. asplenioides (Michx.) Hultén",asplenium ladyfern
"ATCR2",,"Atriplex cristata Humb. & Bonpl. ex Willd.",crested saltbush
"ATSU2",,"Atriplex subspicata (Nutt.) Rydb.",saline saltbush
"AUFL",,"Aureolaria flava (L.) Farw.",smooth yellow false foxglove
"AUFLM",,"Aureolaria flava (L.) Farw. var. macrantha Pennell",smooth yellow false foxglove
"AUGR",,"Aureolaria grandiflora (Benth.) Pennell",largeflower yellow false foxglove
"AUGRS",,"Aureolaria grandiflora (Benth.) Pennell var. serrata (Torr. ex Benth.) Pennell",largeflower yellow false foxglove
"AUPE",,"Aureolaria pectinata (Nutt.) Pennell",combleaf yellow false foxglove
"AUVI",,"Aureolaria virginica (L.) Pennell",downy yellow false foxglove
"AVFA",,"Avena fatua L.",wild oat
"AVSA",,"Avena sativa L.",common oat
"AVGE",,"Avicennia germinans (L.) L.",black mangrove
"AXCO",,"Axonopus compressus (Sw.) P. Beauv.",broadleaf carpetgrass
"AXFI",,"Axonopus fissifolius (Raddi) Kuhlm.",common carpetgrass
"AXFU",,"Axonopus furcatus (Flueggé) Hitchc.",big carpetgrass
"AZCA",,"Azolla caroliniana Willd.",Carolina mosquitofern
"BAAN",,"Baccharis angustifolia Michx.",saltwater false willow
"BAHA",,"Baccharis halimifolia L.",eastern baccharis
"BACA",,"Bacopa caroliniana (Walter) B.L. Rob.",blue waterhyssop
"BAEG",,"Bacopa egensis (Poepp.) Pennell",Brazilian waterhyssop
"BAMO",,"Bacopa monnieri (L.) Pennell",herb of grace
"BARE",,"Bacopa repens (Sw.) Wettst.",creeping waterhyssop
"BARO",,"Bacopa rotundifolia (Michx.) Wettst.",disk waterhyssop
"BAUN",,"Balduina uniflora Nutt.",oneflower honeycombhead
"BABU",,"Baptisia ×bushii Small (pro sp.) [bracteata × sphaerocarpa]",wild indigo
"BASU",,"Baptisia ×sulphurea Engelm. (pro sp.) [alba × sphaerocarpa]",wild indigo
"BAAL",,"Baptisia alba (L.) Vent.",white wild indigo
"BAALM",,"Baptisia alba (L.) Vent. var. macrophylla (Larisey) Isely",largeleaf wild indigo
"BABR2",,"Baptisia bracteata Muhl. ex Elliott",longbract wild indigo
"BABRL",,"Baptisia bracteata Muhl. ex Elliott var. laevicaulis (A. Gray ex Canby) Isely",longbract wild indigo
"BABRL2",,"Baptisia bracteata Muhl. ex Elliott var. leucophaea (Nutt.) Kartesz & Gandhi",longbract wild indigo
"BANU2",,"Baptisia nuttalliana Small",Nuttall's wild indigo
"BASP",,"Baptisia sphaerocarpa Nutt.",yellow wild indigo
"BAVE2",,"Bartonia verna (Michx.) Raf. ex Barton",white screwstem
"BAVI3",,"Bartonia virginica (L.) Britton, Sterns & Poggenb.",yellow screwstem
"BASC5",,"Bassia scoparia (L.) A.J. Scott",burningbush
"BAMA5",,"Batis maritima L.",turtleweed
"BAVA",,"Bauhinia variegata L.",mountain ebony
"BECH",,"Belamcanda chinensis (L.) DC.",blackberry lily
"BETR",,"Bellardia trixago (L.) All.",Mediterranean lineseed
"BESC",,"Berchemia scandens (Hill) K. Koch",Alabama supplejack
"BETE",,"Bergia texana (Hook.) Seub. ex Walp.",Texas bergia
"BEBE4",,"Berlandiera betonicifolia (Hook.) Small",Texas greeneyes
"BEPU2",,"Berlandiera pumila (Michx.) Nutt.",soft greeneyes
"BEPUP3",,"Berlandiera pumila (Michx.) Nutt. var. pumila ",soft greeneyes
"BEPUS",,"Berlandiera pumila (Michx.) Nutt. var. scabrella G.L. Nesom & B.L. Turner",soft greeneyes
"BENI",,"Betula nigra L.",river birch
"BIAL",,"Bidens alba (L.) DC.",romerillo
"BIALR",,"Bidens alba (L.) DC. var. radiata (Sch. Bip.) Ballard ex T.E. Melchert",romerillo
"BIAR",,"Bidens aristosa (Michx.) Britton",bearded beggarticks
"BIBI7",,"Bidens bipinnata L.",Spanish needles
"BICE",,"Bidens cernua L.",nodding beggartick
"BIDI",,"Bidens discoidea (Torr. & A. Gray) Britton",small beggarticks
"BIFR",,"Bidens frondosa L.",devil's beggartick
"BILA",,"Bidens laevis (L.) Britton, Sterns & Poggenb.",smooth beggartick
