Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"AGPA",,"Agastache pallidiflora (A. Heller) Rydb.",Bill Williams Mountain giant hyssop
"AGPAN",,"Agastache pallidiflora (A. Heller) Rydb. ssp. neomexicana (Briq.) Lint & Epling",Bill Williams Mountain giant hyssop
"AGPAH3",,"Agastache pallidiflora (A. Heller) Rydb. ssp. neomexicana (Briq.) Lint & Epling var. havardii (A. Gray) R.W. Sanders",Bill Williams Mountain giant hyssop
"AGPAN2",,"Agastache pallidiflora (A. Heller) Rydb. ssp. neomexicana (Briq.) Lint & Epling var. neomexicana (Briq.) R.W. Sanders",Bill Williams Mountain giant hyssop
"AGPAP2",,"Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora ",Bill Williams Mountain giant hyssop
"AGPAG3",,"Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora var. gilensis R.W. Sanders",Bill Williams Mountain giant hyssop
"AGPAG4",,"Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora var. greenei (Briq.) R.W. Sanders",Bill Williams Mountain giant hyssop
"AGPAP4",,"Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora var. pallidiflora ",Bill Williams Mountain giant hyssop
"AGPR3",,"Agastache pringlei (Briq.) Lint & Epling",Pringle's giant hyssop
"AGPRV",,"Agastache pringlei (Briq.) Lint & Epling var. verticillata (Wooton & Standl.) R.W. Sanders",Pringle's giant hyssop
"AGRU",,"Agastache rupestris (Greene) Standl.",threadleaf giant hyssop
"AGWR",,"Agastache wrightii (Greenm.) Wooton & Standl.",Sonoran giant hyssop
"AGGR4",,"Agave gracilipes Trel.",slimfoot century plant
"AGLE",,"Agave lechuguilla Torr.",lechuguilla
"AGPA3",,"Agave palmeri Engelm.",Palmer's century plant
"AGPA4",,"Agave parryi Engelm.",Parry's agave
"AGPAN6",,"Agave parryi Engelm. ssp. neomexicana (Wooton & Standl.) Ullrich",Parry's agave
"AGPAP5",,"Agave parryi Engelm. ssp. parryi ",Parry's agave
"AGSC3",,"Agave schottii Engelm.",Schott's century plant
"AGSCS2",,"Agave schottii Engelm. var. schottii ",Schott's century plant
"AGHE5",,"Ageratina herbacea (A. Gray) R.M. King & H. Rob.",fragrant snakeroot
"AGRO5",,"Ageratina rothrockii (A. Gray) R.M. King & H. Rob.",Rothrock's snakeroot
"AGWR2",,"Ageratina wrightii (A. Gray) R.M. King & H. Rob.",Wright's snakeroot
"AGCO2",,"Ageratum corymbosum Zuccagni ex Pers.",flat-top whiteweed
"AGAU2",,"Agoseris aurantiaca (Hook.) Greene",orange agoseris
"AGAUA",,"Agoseris aurantiaca (Hook.) Greene var. aurantiaca ",orange agoseris
"AGAUP",,"Agoseris aurantiaca (Hook.) Greene var. purpurea (A. Gray) Cronquist",orange agoseris
"AGGL",,"Agoseris glauca (Pursh) Raf.",pale agoseris
"AGGLG",,"Agoseris glauca (Pursh) Raf. var. glauca ",pale agoseris
"AGGLL",,"Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley",false agoseris
"AGHE2",,"Agoseris heterophylla (Nutt.) Greene",annual agoseris
"AGHEH",,"Agoseris heterophylla (Nutt.) Greene var. heterophylla ",annual agoseris
"AGGR2",,"Agrimonia gryposepala Wallr.",tall hairy agrimony
"AGST",,"Agrimonia striata Michx.",roadside agrimony
"AGCR",,"Agropyron cristatum (L.) Gaertn.",crested wheatgrass
"AGCRC",,"Agropyron cristatum (L.) Gaertn. ssp. cristatum ",crested wheatgrass
"AGCRP8",,"Agropyron cristatum (L.) Gaertn. ssp. pectinatum (M. Bieb.) Tzvelev",crested wheatgrass
"AGDE2",,"Agropyron desertorum (Fisch. ex Link) Schult.",desert wheatgrass
"AGFR",,"Agropyron fragile (Roth) P. Candargy",Siberian wheatgrass
"AGGI",,"Agrostemma githago L.",common corncockle
"AGEL4",,"Agrostis elliottiana Schult.",Elliott's bentgrass
"AGEX",,"Agrostis exarata Trin.",spike bentgrass
"AGGI2",,"Agrostis gigantea Roth",redtop
"AGHU",,"Agrostis humilis Vasey",alpine bentgrass
"AGID",,"Agrostis idahoensis Nash",Idaho bentgrass
"AGSC5",,"Agrostis scabra Willd.",rough bentgrass
"AGST2",,"Agrostis stolonifera L.",creeping bentgrass
"AGVA",,"Agrostis variabilis Rydb.",mountain bentgrass
"AIAL",,"Ailanthus altissima (Mill.) Swingle",tree of heaven
"AIEL4",,"Aira elegans Willd. ex Kunth",annual silver hairgrass
"ALJU",,"Albizia julibrissin Durazz.",silktree
"ALRO3",,"Alcea rosea L.",hollyhock
"ALMO4",,"Alchemilla monticola Opiz",hairy lady's mantle
"ALAC2",,"Aletes acaulis (Torr.) J.M. Coult. & Rose",stemless Indian parsley
"ALFI3",,"Aletes filifolius Mathias, Constance & W.L. Theobald",Trans-Pecos Indian parsley
"ALMA3",,"Aletes macdougalii J.M. Coult. & Rose",MacDougal's Indian parsley
"ALMAB",,"Aletes macdougalii J.M. Coult. & Rose ssp. breviradiatus W.L. Theobald & C.C. Tseng",MacDougal's Indian parsley
"ALMAM",,"Aletes macdougalii J.M. Coult. & Rose ssp. macdougalii ",MacDougal's Indian parsley
"ALSE5",,"Aletes sessiliflorus W.L. Theobald & C.C. Tseng",sessileflower Indian parsley
"ALMA12",,"Alhagi maurorum Medik.",camelthorn
"ALFO3",,"Aliciella formosa (Greene ex Brand) J.M. Porter",Aztec gilia
"ALHA6",,"Aliciella haydenii (A. Gray) J.M. Porter",San Juan gilia
"ALLE7",,"Aliciella leptomeria (A. Gray) J.M. Porter",sand gilia
"ALMC",,"Aliciella mcvickerae (M.E. Jones) J.M. Porter",Mcvicker's gilia
"ALPI2",,"Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter",sticky gilia
"ALSU9",,"Aliciella subnuda (Torr. ex A. Gray) J.M. Porter",coral gilia
"ALTR14",,"Aliciella triodon (Eastw.) Brand",coyote gilia
"ALGR",,"Alisma gramineum Lej.",narrowleaf water plantain
"ALSU",,"Alisma subcordatum Raf.",American water plantain
"ALTR7",,"Alisma triviale Pursh",northern water plantain
"ALOC2",,"Allenrolfea occidentalis (S. Watson) Kuntze",iodinebush
"ALCH",,"Allionia choisyi Standl.",annual windmills
"ALIN",,"Allionia incarnata L.",trailing windmills
"ALINI",,"Allionia incarnata L. var. incarnata ",trailing windmills
"ALINV2",,"Allionia incarnata L. var. villosa (Standl.) B.L. Turner",trailing windmills
"ALAC4",,"Allium acuminatum Hook.",tapertip onion
"ALBI",,"Allium bigelovii S. Watson",Bigelow's onion
"ALBI2",,"Allium bisceptrum S. Watson",twincrest onion
"ALBIP",,"Allium bisceptrum S. Watson var. palmeri (S. Watson) Cronquist",aspen onion
"ALCE2",,"Allium cernuum Roth",nodding onion
"ALCEN",,"Allium cernuum Roth var. neomexicanum (Rydb.) J.F. Macbr.",New Mexican nodding onion
"ALCEO",,"Allium cernuum Roth var. obtusum Cockerell ex J.F. Macbr.",nodding onion
"ALDR",,"Allium drummondii Regel",Drummond's onion
"ALGE",,"Allium geyeri S. Watson",Geyer's onion
"ALGEG",,"Allium geyeri S. Watson var. geyeri ",Geyer's onion
"ALGET",,"Allium geyeri S. Watson var. tenerum M.E. Jones",bulbil onion
"ALGL",,"Allium glandulosum Link & Otto",gland onion
"ALGO",,"Allium gooddingii Ownbey",Goodding's onion
"ALKU",,"Allium kunthii G. Don",Kunth's onion
"ALMA4",,"Allium macropetalum Rydb.",largeflower onion
"ALPE2",,"Allium perdulce S.V. Fraser",plains onion
"ALPEP",,"Allium perdulce S.V. Fraser var. perdulce ",plains onion
"ALTE",,"Allium textile A. Nelson & J.F. Macbr.",textile onion
"ALHO4",,"Allowissadula holosericea (Scheele) D.M. Bates",Chisos Mountain false Indianmallow
"ALPA14",,"Almutaster pauciflorus (Nutt.) Á. Löve & D. Löve",alkali marsh aster
"ALIN2",,"Alnus incana (L.) Moench",gray alder
"ALINT",,"Alnus incana (L.) Moench ssp. tenuifolia (Nutt.) Breitung",thinleaf alder
"ALOB2",,"Alnus oblongifolia Torr.",Arizona alder
"ALAE",,"Alopecurus aequalis Sobol.",shortawn foxtail
"ALAEA",,"Alopecurus aequalis Sobol. var. aequalis ",shortawn foxtail
"ALCA4",,"Alopecurus carolinianus Walter",Carolina foxtail
"ALGE2",,"Alopecurus geniculatus L.",water foxtail
"ALGEG4",,"Alopecurus geniculatus L. var. geniculatus ",water foxtail
"ALMY",,"Alopecurus myosuroides Huds.",slender meadow foxtail
"ALPR3",,"Alopecurus pratensis L.",meadow foxtail
"ALGR2",,"Aloysia gratissima (Gillies & Hook.) Troncoso",whitebrush
"ALGRG",,"Aloysia gratissima (Gillies & Hook.) Troncoso var. gratissima ",whitebrush
"ALWR",,"Aloysia wrightii (A. Gray) A. Heller",Wright's beebrush
"ALCA5",,"Alternanthera caracasana Kunth",washerwoman
"ALAL3",,"Alyssum alyssoides (L.) L.",pale madwort
"ALDE",,"Alyssum desertorum Stapf",desert madwort
"ALDED",,"Alyssum desertorum Stapf var. desertorum ",desert madwort
"ALSI8",,"Alyssum simplex Rudolphi",alyssum
"AMAC",,"Amaranthus acanthochiton Sauer",greenstripe
"AMAL",,"Amaranthus albus L.",prostrate pigweed
"AMAR",,"Amaranthus arenicola I.M. Johnst.",sandhill amaranth
"AMBI",,"Amaranthus bigelovii Uline & Bray",Bigelow's amaranth
"AMBL",,"Amaranthus blitoides S. Watson",mat amaranth
"AMCR",,"Amaranthus crassipes Schltdl.",spreading amaranth
"AMCRW",,"Amaranthus crassipes Schltdl. var. warnockii Henrickson",spreading amaranth
"AMCR4",,"Amaranthus cruentus L.",red amaranth
"AMFI",,"Amaranthus fimbriatus (Torr.) Benth. ex S. Watson",fringed amaranth
"AMHY",,"Amaranthus hybridus L.",slim amaranth
"AMHY2",,"Amaranthus hypochondriacus L.",Prince-of-Wales feather
"AMOB",,"Amaranthus obcordatus (A. Gray) Standl.",Trans-Pecos amaranth
"AMPA",,"Amaranthus palmeri S. Watson",carelessweed
"AMPO",,"Amaranthus polygonoides L.",tropical amaranth
"AMPO2",,"Amaranthus powellii S. Watson",Powell's amaranth
"AMPOP",,"Amaranthus powellii S. Watson ssp. powellii ",Powell's amaranth
"AMRE",,"Amaranthus retroflexus L.",redroot amaranth
"AMTO6",,"Amaranthus torreyi (A. Gray) Benth. ex S. Watson",Torrey's amaranthus
"AMTU",,"Amaranthus tuberculatus (Moq.) Sauer",roughfruit amaranth
"AMVI",,"Amaranthus viridis L.",slender amaranth
"AMWR",,"Amaranthus wrightii S. Watson",Wright's amaranth
"AMAC2",,"Ambrosia acanthicarpa Hook.",flatspine bur ragweed
"AMAR2",,"Ambrosia artemisiifolia L.",annual ragweed
"AMARE",,"Ambrosia artemisiifolia L. var. elatior (L.) Descourtils",annual ragweed
"AMCO3",,"Ambrosia confertiflora DC.",weakleaf bur ragweed
"AMGR5",,"Ambrosia grayi (A. Nelson) Shinners",woollyleaf bur ragweed
"AMPS",,"Ambrosia psilostachya DC.",Cuman ragweed
"AMTO3",,"Ambrosia tomentosa Nutt.",skeletonleaf bur ragweed
"AMTR",,"Ambrosia trifida L.",great ragweed
"AMTRT",,"Ambrosia trifida L. var. texana Scheele",Texan great ragweed
"AMTRT2",,"Ambrosia trifida L. var. trifida ",great ragweed
"AMAL2",,"Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem.",Saskatoon serviceberry
"AMALA",,"Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. alnifolia ",Saskatoon serviceberry
"AMPU5",,"Amelanchier pumila (Torr. & A. Gray) Nutt. ex M. Roem.",dwarf serviceberry
"AMUT",,"Amelanchier utahensis Koehne",Utah serviceberry
"AMUTU",,"Amelanchier utahensis Koehne var. utahensis ",Utah serviceberry
"AMAU2",,"Ammannia auriculata Willd.",eared redstem
"AMCO",,"Ammannia coccinea Rottb.",valley redstem
"AMCH3",,"Ammocodon chenopodioides (A. Gray) Standl.",goosefoot moonpod
"AMPO4",,"Ammoselinum popei Torr. & A. Gray",plains sandparsley
"AMPA3",,"Amoreuxia palmatifida Moc. & Sessé ex DC.",Mexican yellowshow
"AMCA6",,"Amorpha canescens Pursh",leadplant
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"AMNA",,"Amorpha nana Nutt.",dwarf false indigo
"AMDR",,"Amphiachyris dracunculoides (DC.) Nutt.",prairie broomweed
"AMTE3",,"Amsinckia tessellata A. Gray",bristly fiddleneck
"AMTET",,"Amsinckia tessellata A. Gray var. tessellata ",bristly fiddleneck
"AMFU",,"Amsonia fugatei S.P. McLaughlin",San Antonio bluestar
"AMJO",,"Amsonia jonesii Woodson",Jones' bluestar
"AMLO",,"Amsonia longiflora Torr.",tubular bluestar
"AMLOL",,"Amsonia longiflora Torr. var. longiflora ",tubular bluestar
"AMLOS",,"Amsonia longiflora Torr. var. salpignantha (Woodson) S.P. McLaughlin",tubular bluestar
"AMPA5",,"Amsonia palmeri A. Gray",Palmer's bluestar
"AMTH",,"Amsonia tharpii Woodson",feltleaf bluestar
"AMTO2",,"Amsonia tomentosa Torr. & Frém.",woolly bluestar
"AMTOS",,"Amsonia tomentosa Torr. & Frém. var. stenophylla Kearney & Peebles",woolly bluestar
"AMTOT",,"Amsonia tomentosa Torr. & Frém. var. tomentosa ",woolly bluestar
"ANAR",,"Anagallis arvensis L.",scarlet pimpernel
"ANARA7",,"Anagallis arvensis L. ssp. arvensis ",scarlet pimpernel
"ANMI4",,"Anagallis minima (L.) Krause",chaffweed
"ANMA",,"Anaphalis margaritacea (L.) Benth.",western pearly everlasting
"ANGE",,"Andropogon gerardii Vitman",big bluestem
"ANGL2",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.",bushy bluestem
"ANGLP",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. pumilus Vasey ex L.H. Dewey",bushy bluestem
"ANGLS",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. scabriglumis C.S. Campbell",roughglume bushy bluestem
"ANHA",,"Andropogon hallii Hack.",sand bluestem
"ANCH",,"Androsace chamaejasme Wulfen",sweetflower rockjasmine
"ANCHC",,"Androsace chamaejasme Wulfen ssp. carinata (Torr.) Hultén",sweetflower rockjasmine
"ANCHL",,"Androsace chamaejasme Wulfen ssp. lehmanniana (Spreng.) Hultén",Lehmann's rockjasmine
"ANOC2",,"Androsace occidentalis Pursh",western rockjasmine
"ANSE4",,"Androsace septentrionalis L.",pygmyflower rockjasmine
"ANSEG2",,"Androsace septentrionalis L. ssp. glandulosa (Wooton & Standl.) G.T. Robbins",pygmyflower rockjasmine
"ANSEP2",,"Androsace septentrionalis L. ssp. puberulenta (Rydb.) G.T. Robbins",pygmyflower rockjasmine
"ANSES4",,"Androsace septentrionalis L. ssp. subulifera (A. Gray) G.T. Robbins",pygmyflower rockjasmine
"ANSES5",,"Androsace septentrionalis L. ssp. subumbellata (A. Nelson) G.T. Robbins",pygmyflower rockjasmine
"ANBR4",,"Androstephium breviflorum S. Watson",pink funnel lily
"ANCA8",,"Anemone canadensis L.",Canadian anemone
"ANCY",,"Anemone cylindrica A. Gray",candle anemone
"ANED2",,"Anemone edwardsiana Tharp",Edwards Plateau thimbleweed
"ANEDE",,"Anemone edwardsiana Tharp var. edwardsiana ",Edwards Plateau thimbleweed
"ANMU",,"Anemone multifida Poir.",Pacific anemone
"ANMUM3",,"Anemone multifida Poir. var. multifida ",Pacific anemone
"ANTU",,"Anemone tuberosa Rydb.",tuber anemone
"ANTUT",,"Anemone tuberosa Rydb. var. texana Enquist & Crozier",tuber anemone
"ANTUT2",,"Anemone tuberosa Rydb. var. tuberosa ",tuber anemone
"ANCA10",,"Anemopsis californica (Nutt.) Hook. & Arn.",yerba mansa
"ANAM",,"Angelica ampla A. Nelson",giant angelica
"ANGR3",,"Angelica grayi (J.M. Coult. & Rose) J.M. Coult. & Rose",Gray's angelica
"ANPI2",,"Angelica pinnata S. Watson",small-leaf angelica
"ANTH2",,"Anisacanthus thurberi (Torr.) A. Gray",Thurber's desert honeysuckle
"ANCR2",,"Anoda cristata (L.) Schltdl.",crested anoda
"ANLA4",,"Anoda lanceolata Hook. & Arn.",lanceleaf anoda
"ANPE4",,"Anoda pentaschista A. Gray",field anoda
"ANCO",,"Antennaria corymbosa E.E. Nelson",flat-top pussytoes
"ANMA5",,"Antennaria marginata Greene",whitemargin pussytoes
"ANME2",,"Antennaria media Greene",Rocky Mountain pussytoes
"ANMI3",,"Antennaria microphylla Rydb.",littleleaf pussytoes
"ANPA9",,"Antennaria parlinii Fernald",Parlin's pussytoes
"ANPAF",,"Antennaria parlinii Fernald ssp. fallax (Greene) Bayer & Stebbins",Parlin's pussytoes
"ANPA4",,"Antennaria parvifolia Nutt.",small-leaf pussytoes
"ANRO2",,"Antennaria rosea Greene",rosy pussytoes
"ANROA",,"Antennaria rosea Greene ssp. arida (E.E. Nelson) Bayer",rosy pussytoes
"ANROP",,"Antennaria rosea Greene ssp. pulvinata (Greene) Bayer",pulvinate pussytoes
"ANRO3",,"Antennaria rosulata Rydb.",Kaibab pussytoes
"ANUM",,"Antennaria umbrinella Rydb.",umber pussytoes
"ANCO2",,"Anthemis cotula L.",stinking chamomile
"ANLA7",,"Antheropeas lanosum (A. Gray) Rydb.",white easterbonnets
"ANOD",,"Anthoxanthum odoratum L.",sweet vernalgrass
"ANODO2",,"Anthoxanthum odoratum L. ssp. odoratum ",sweet vernalgrass
"ANFL3",,"Antiphytum floribundum (Torr.) A. Gray",Texas saucerflower
"ANLE5",,"Anulocaulis leiosolenus (Torr.) Standl.",southwestern ringstem
"ANLEG",,"Anulocaulis leiosolenus (Torr.) Standl. var. gypsogenus (Waterf.) Spellenb. & Wootten",gypsum ringstem
"ANLEH",,"Anulocaulis leiosolenus (Torr.) Standl. var. howardii Spellenb. & Wootten",southwestern ringstem
"ANLEL2",,"Anulocaulis leiosolenus (Torr.) Standl. var. leiosolenus ",southwestern ringstem
"APCH",,"Apacheria chiricahuensis C.T. Mason",apachebush
"APIN",,"Apera interrupta (L.) P. Beauv.",dense silkybent
"APPI",,"Aphanostephus pilosus Buckley",hairy dozedaisy
"APRA",,"Aphanostephus ramosissimus DC.",plains dozedaisy
"APRAH",,"Aphanostephus ramosissimus DC. var. humilis (Benth.) B.L. Turner & Birdsong",plains dozedaisy
"APRAR",,"Aphanostephus ramosissimus DC. var. ramosissimus ",plains dozedaisy
"APRI",,"Aphanostephus riddellii Torr. & A. Gray",Riddell's dozedaisy
"APSK",,"Aphanostephus skirrhobasis (DC.) Trel.",Arkansas dozedaisy
"APSKS",,"Aphanostephus skirrhobasis (DC.) Trel. var. skirrhobasis ",Arkansas dozedaisy
"APGR2",,"Apium graveolens L.",wild celery
"APGRD",,"Apium graveolens L. var. dulce (Mill.) DC.",wild celery
"APFL",,"Apocynum ×floribundum Greene (pro sp.) [androsaemifolium × cannabinum]",
"APAN2",,"Apocynum androsaemifolium L.",spreading dogbane
"APCA",,"Apocynum cannabinum L.",Indianhemp
"APUN",,"Apodanthera undulata A. Gray",melon loco
"AQCH",,"Aquilegia chrysantha A. Gray",golden columbine
"AQCHC",,"Aquilegia chrysantha A. Gray var. chaplinei (Standl. ex Payson) Lott",Chaplin's golden columbine
"AQCHC2",,"Aquilegia chrysantha A. Gray var. chrysantha ",golden columbine
"AQCHR",,"Aquilegia chrysantha A. Gray var. rydbergii Munz",Rydberg's golden columbine
"AQCO",,"Aquilegia coerulea James",Colorado blue columbine
"AQCOC",,"Aquilegia coerulea James var. coerulea ",Colorado blue columbine
"AQDE",,"Aquilegia desertorum (M.E. Jones) Cockerell ex A. Heller",desert columbine
"AQEL",,"Aquilegia elegantula Greene",western red columbine
"AQTR",,"Aquilegia triternata Payson",Chiricahua Mountain columbine
"ARDI2",,"Arabis ×divaricarpa A. Nelson (pro sp.) [drummondii × holboellii]",spreadingpod rockcress
"ARDR",,"Arabis drummondii A. Gray",Drummond's rockcress
"ARFE",,"Arabis fendleri (S. Watson) Greene",Fendler's rockcress
"ARFEF",,"Arabis fendleri (S. Watson) Greene var. fendleri ",Fendler's rockcress
"ARFES",,"Arabis fendleri (S. Watson) Greene var. spatifolia (Rydb.) Rollins",spoonleaf rockcress
"ARGL",,"Arabis glabra (L.) Bernh.",tower rockcress
"ARHI",,"Arabis hirsuta (L.) Scop.",hairy rockcress
"ARHIG",,"Arabis hirsuta (L.) Scop. var. glabrata Torr. & A. Gray",mountain rockcress
"ARHIP",,"Arabis hirsuta (L.) Scop. var. pycnocarpa (M. Hopkins) Rollins",creamflower rockcress
"ARHO2",,"Arabis holboellii Hornem.",Holboell's rockcress
"ARHOP3",,"Arabis holboellii Hornem. var. pinetorum (Tidestr.) Rollins",Holboell's rockcress
"ARHOR",,"Arabis holboellii Hornem. var. retrofracta (Graham) Rydb.",second rockcress
"ARLI",,"Arabis lignifera A. Nelson",desert rockcress
"ARPA35",,"Arabis pallidifolia Rollins",Gunnison County rockcress
"ARPE2",,"Arabis perennans S. Watson",perennial rockcress
"ARPU2",,"Arabis pulchra M.E. Jones ex S. Watson",beautiful rockcress
"ARPUP",,"Arabis pulchra M.E. Jones ex S. Watson var. pallens M.E. Jones",beautiful rockcress
"ARSE",,"Arabis selbyi Rydb.",Selby's rockcress
"ARHU",,"Aralia humilis Cav.",Arizona spikenard
"ARRA",,"Aralia racemosa L.",American spikenard
