Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"AGTEM",,"Agalinis tenuifolia (Vahl) Raf. var. macrophylla (Benth.) S.F. Blake",slenderleaf false foxglove
"AGTEP2",,"Agalinis tenuifolia (Vahl) Raf. var. parviflora (Nutt.) Pennell",slenderleaf false foxglove
"AGFO",,"Agastache foeniculum (Pursh) Kuntze",blue giant hyssop
"AGNE2",,"Agastache nepetoides (L.) Kuntze",yellow giant hyssop
"AGSC",,"Agastache scrophulariifolia (Willd.) Kuntze",purple giant hyssop
"AGAL5",,"Ageratina altissima (L.) R.M. King & H. Rob.",white snakeroot
"AGALA",,"Ageratina altissima (L.) R.M. King & H. Rob. var. altissima ",white snakeroot
"AGGL",,"Agoseris glauca (Pursh) Raf.",pale agoseris
"AGGLA",,"Agoseris glauca (Pursh) Raf. var. agrestis (Osterh.) Q. Jones ex Cronquist",pale agoseris
"AGGLG",,"Agoseris glauca (Pursh) Raf. var. glauca ",pale agoseris
"AGGLL",,"Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley",false agoseris
"AGEU",,"Agrimonia eupatoria L.",churchsteeples
"AGGR2",,"Agrimonia gryposepala Wallr.",tall hairy agrimony
"AGPU",,"Agrimonia pubescens Wallr.",soft agrimony
"AGRO3",,"Agrimonia rostellata Wallr.",beaked agrimony
"AGST",,"Agrimonia striata Michx.",roadside agrimony
"AGCR",,"Agropyron cristatum (L.) Gaertn.",crested wheatgrass
"AGCRP8",,"Agropyron cristatum (L.) Gaertn. ssp. pectinatum (M. Bieb.) Tzvelev",crested wheatgrass
"AGGI",,"Agrostemma githago L.",common corncockle
"AGCA4",,"Agrostis canina L.",velvet bentgrass
"AGGI2",,"Agrostis gigantea Roth",redtop
"AGHY",,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb.",winter bentgrass
"AGPE",,"Agrostis perennans (Walter) Tuck.",upland bentgrass
"AGSC5",,"Agrostis scabra Willd.",rough bentgrass
"AGST2",,"Agrostis stolonifera L.",creeping bentgrass
"AJGE",,"Ajuga genevensis L.",blue bugle
"ALRO3",,"Alcea rosea L.",hollyhock
"ALFA2",,"Aletris farinosa L.",white colicroot
"ALGR",,"Alisma gramineum Lej.",narrowleaf water plantain
"ALSU",,"Alisma subcordatum Raf.",American water plantain
"ALTR7",,"Alisma triviale Pursh",northern water plantain
"ALPE4",,"Alliaria petiolata (M. Bieb.) Cavara & Grande",garlic mustard
"ALBU2",,"Allium burdickii (Hanes) A.G. Jones",narrowleaf wild leek
"ALCA3",,"Allium canadense L.",meadow garlic
"ALCAC",,"Allium canadense L. var. canadense ",meadow garlic
"ALCE2",,"Allium cernuum Roth",nodding onion
"ALCEC2",,"Allium cernuum Roth var. cernuum ",nodding onion
"ALSC",,"Allium schoenoprasum L.",wild chives
"ALSCS",,"Allium schoenoprasum L. var. sibiricum (L.) Hartm.",wild chives
"ALST",,"Allium stellatum Fraser ex Ker Gawl.",autumn onion
"ALTE",,"Allium textile A. Nelson & J.F. Macbr.",textile onion
"ALTR3",,"Allium tricoccum Aiton",ramp
"ALGL2",,"Alnus glutinosa (L.) Gaertn.",European alder
"ALIN2",,"Alnus incana (L.) Moench",gray alder
"ALINR",,"Alnus incana (L.) Moench ssp. rugosa (Du Roi) R.T. Clausen",speckled alder
"ALVI5",,"Alnus viridis (Chaix) DC.",green alder
"ALVIC",,"Alnus viridis (Chaix) DC. ssp. crispa (Aiton) Turrill",mountain alder
"ALAE",,"Alopecurus aequalis Sobol.",shortawn foxtail
"ALAEA",,"Alopecurus aequalis Sobol. var. aequalis ",shortawn foxtail
"ALCA4",,"Alopecurus carolinianus Walter",Carolina foxtail
"ALGE2",,"Alopecurus geniculatus L.",water foxtail
"ALGEG4",,"Alopecurus geniculatus L. var. geniculatus ",water foxtail
"ALPR3",,"Alopecurus pratensis L.",meadow foxtail
"ALAL3",,"Alyssum alyssoides (L.) L.",pale madwort
"AMAL",,"Amaranthus albus L.",prostrate pigweed
"AMBL",,"Amaranthus blitoides S. Watson",mat amaranth
"AMCA3",,"Amaranthus caudatus L.",foxtail amaranth
"AMHY",,"Amaranthus hybridus L.",slim amaranth
"AMHY2",,"Amaranthus hypochondriacus L.",Prince-of-Wales feather
"AMPO2",,"Amaranthus powellii S. Watson",Powell's amaranth
"AMPOP",,"Amaranthus powellii S. Watson ssp. powellii ",Powell's amaranth
"AMRE",,"Amaranthus retroflexus L.",redroot amaranth
"AMSP",,"Amaranthus spinosus L.",spiny amaranth
"AMTU",,"Amaranthus tuberculatus (Moq.) Sauer",roughfruit amaranth
"AMAC2",,"Ambrosia acanthicarpa Hook.",flatspine bur ragweed
"AMAR2",,"Ambrosia artemisiifolia L.",annual ragweed
"AMARA2",,"Ambrosia artemisiifolia L. var. artemisiifolia ",annual ragweed
"AMARE",,"Ambrosia artemisiifolia L. var. elatior (L.) Descourtils",annual ragweed
"AMBI2",,"Ambrosia bidentata Michx.",lanceleaf ragweed
"AMPS",,"Ambrosia psilostachya DC.",Cuman ragweed
"AMTR",,"Ambrosia trifida L.",great ragweed
"AMTRT2",,"Ambrosia trifida L. var. trifida ",great ragweed
"AMIN4",,"Amelanchier ×intermedia Spach (pro sp.) [arborea × canadensis]",serviceberry
"AMNE",,"Amelanchier ×neglecta Eggl. ex G.N. Jones (pro sp.) [bartramiana × laevis]",serviceberry
"AMAL2",,"Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem.",Saskatoon serviceberry
"AMALA",,"Amelanchier alnifolia (Nutt.) Nutt. ex M. Roem. var. alnifolia ",Saskatoon serviceberry
"AMAR3",,"Amelanchier arborea (Michx. f.) Fernald",common serviceberry
"AMARA4",,"Amelanchier arborea (Michx. f.) Fernald var. arborea ",common serviceberry
"AMBA",,"Amelanchier bartramiana (Tausch) M. Roem.",oblongfruit serviceberry
"AMHU2",,"Amelanchier humilis Wiegand",low serviceberry
"AMIN2",,"Amelanchier interior E.L. Nielsen",inland serviceberry
"AMLA",,"Amelanchier laevis Wiegand",Allegheny serviceberry
"AMSA",,"Amelanchier sanguinea (Pursh) DC.",roundleaf serviceberry
"AMSAS",,"Amelanchier sanguinea (Pursh) DC. var. sanguinea ",roundleaf serviceberry
"AMST80",,"Amelanchier stolonifera Wiegand",running serviceberry
"AMRO",,"Amerorchis rotundifolia (Banks ex Pursh) Hultén",roundleaf orchid
"AMCO",,"Ammannia coccinea Rottb.",valley redstem
"AMRO3",,"Ammannia robusta Heer & Regel",grand redstem
"AMBR",,"Ammophila breviligulata Fernald",American beachgrass
"AMCA6",,"Amorpha canescens Pursh",leadplant
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"AMNA",,"Amorpha nana Nutt.",dwarf false indigo
"AMBR2",,"Amphicarpaea bracteata (L.) Fernald",American hogpeanut
"AMBRB",,"Amphicarpaea bracteata (L.) Fernald var. bracteata ",American hogpeanut
"AMBRC",,"Amphicarpaea bracteata (L.) Fernald var. comosa ",American hogpeanut
"ANAR",,"Anagallis arvensis L.",scarlet pimpernel
"ANARA7",,"Anagallis arvensis L. ssp. arvensis ",scarlet pimpernel
"ANMI4",,"Anagallis minima (L.) Krause",chaffweed
"ANMA",,"Anaphalis margaritacea (L.) Benth.",western pearly everlasting
"ANAR16",,"Anchusa arvensis (L.) M. Bieb.",small bugloss
"ANPO",,"Andromeda polifolia L.",bog rosemary
"ANPOG",,"Andromeda polifolia L. var. glaucophylla (Link) DC.",bog rosemary
"ANGE",,"Andropogon gerardii Vitman",big bluestem
"ANHA",,"Andropogon hallii Hack.",sand bluestem
"ANOC2",,"Androsace occidentalis Pursh",western rockjasmine
"ANSE4",,"Androsace septentrionalis L.",pygmyflower rockjasmine
"ANSEP2",,"Androsace septentrionalis L. ssp. puberulenta (Rydb.) G.T. Robbins",pygmyflower rockjasmine
"ANCA8",,"Anemone canadensis L.",Canadian anemone
"ANCA9",,"Anemone caroliniana Walter",Carolina anemone
"ANCY",,"Anemone cylindrica A. Gray",candle anemone
"ANMU",,"Anemone multifida Poir.",Pacific anemone
"ANMUM3",,"Anemone multifida Poir. var. multifida ",Pacific anemone
"ANQU",,"Anemone quinquefolia L.",wood anemone
"ANQUB2",,"Anemone quinquefolia L. var. bifolia Farw.",twoleaf anemone
"ANVI3",,"Anemone virginiana L.",tall thimbleweed
"ANVIA2",,"Anemone virginiana L. var. alba (Oakes) Alph. Wood",tall thimbleweed
"ANVIC",,"Anemone virginiana L. var. cylindroidea B. Boivin",tall thimbleweed
"ANVIV2",,"Anemone virginiana L. var. virginiana ",tall thimbleweed
"ANGR2",,"Anethum graveolens L.",dill
"ANAT",,"Angelica atropurpurea L.",purplestem angelica
"ANVE",,"Angelica venenosa (Greenway) Fernald",hairy angelica
"ANHO",,"Antennaria howellii Greene",Howell's pussytoes
"ANHOC",,"Antennaria howellii Greene ssp. canadensis (Greene) Bayer",Canadian pussytoes
"ANHON",,"Antennaria howellii Greene ssp. neodioica (Greene) Bayer",Howell's pussytoes
"ANHOP",,"Antennaria howellii Greene ssp. petaloidea (Fernald) Bayer",small pussytoes
"ANMI3",,"Antennaria microphylla Rydb.",littleleaf pussytoes
"ANNE",,"Antennaria neglecta Greene",field pussytoes
"ANPA9",,"Antennaria parlinii Fernald",Parlin's pussytoes
"ANPAF",,"Antennaria parlinii Fernald ssp. fallax (Greene) Bayer & Stebbins",Parlin's pussytoes
"ANPAP",,"Antennaria parlinii Fernald ssp. parlinii ",Parlin's pussytoes
"ANPA4",,"Antennaria parvifolia Nutt.",small-leaf pussytoes
"ANPL",,"Antennaria plantaginifolia (L.) Richardson",woman's tobacco
"ANRO2",,"Antennaria rosea Greene",rosy pussytoes
"ANROR",,"Antennaria rosea Greene ssp. rosea ",rosy pussytoes
"ANCO2",,"Anthemis cotula L.",stinking chamomile
"ANTI",,"Anthemis tinctoria L.",golden chamomile
"ANAR7",,"Anthoxanthum aristatum Boiss.",annual vernalgrass
"ANSY",,"Anthriscus sylvestris (L.) Hoffm.",wild chervil
"APAM",,"Apios americana Medik.",groundnut
"APHY",,"Aplectrum hyemale (Muhl. ex Willd.) Torr.",Adam and Eve
"APFL",,"Apocynum ×floribundum Greene (pro sp.) [androsaemifolium × cannabinum]",
"APAN2",,"Apocynum androsaemifolium L.",spreading dogbane
"APCA",,"Apocynum cannabinum L.",Indianhemp
"AQBR",,"Aquilegia brevistyla Hook.",smallflower columbine
"AQCA",,"Aquilegia canadensis L.",red columbine
"ARTH",,"Arabidopsis thaliana (L.) Heynh.",mouseear cress
"ARDI2",,"Arabis ×divaricarpa A. Nelson (pro sp.) [drummondii × holboellii]",spreadingpod rockcress
"ARCA",,"Arabis canadensis L.",sicklepod
"ARDR",,"Arabis drummondii A. Gray",Drummond's rockcress
"ARGL",,"Arabis glabra (L.) Bernh.",tower rockcress
"ARHI",,"Arabis hirsuta (L.) Scop.",hairy rockcress
"ARHIP",,"Arabis hirsuta (L.) Scop. var. pycnocarpa (M. Hopkins) Rollins",creamflower rockcress
"ARHO2",,"Arabis holboellii Hornem.",Holboell's rockcress
"ARHOR",,"Arabis holboellii Hornem. var. retrofracta (Graham) Rydb.",second rockcress
"ARLA",,"Arabis laevigata (Muhl. ex Willd.) Poir.",smooth rockcress
"ARLAL",,"Arabis laevigata (Muhl. ex Willd.) Poir. var. laevigata ",smooth rockcress
"ARLY2",,"Arabis lyrata L.",lyrate rockcress
"ARSH2",,"Arabis shortii (Fernald) Gleason",Short's rockcress
"ARHI2",,"Aralia hispida Vent.",bristly sarsaparilla
"ARNU2",,"Aralia nudicaulis L.",wild sarsaparilla
"ARRA",,"Aralia racemosa L.",American spikenard
"ARRAR",,"Aralia racemosa L. ssp. racemosa ",American spikenard
"ARPU3",,"Arceuthobium pusillum Peck",eastern dwarf mistletoe
"ARMI2",,"Arctium minus Bernh.",lesser burdock
"ARTO",,"Arctium tomentosum Mill.",woolly burdock
"ARUV",,"Arctostaphylos uva-ursi (L.) Spreng.",kinnikinnick
"ARSE2",,"Arenaria serpyllifolia L.",thymeleaf sandwort
"ARBU",,"Arethusa bulbosa L.",dragon's mouth
"ARAN7",,"Argentina anserina (L.) Rydb.",silverweed cinquefoil
"ARDR3",,"Arisaema dracontium (L.) Schott",green dragon
"ARTR",,"Arisaema triphyllum (L.) Schott",Jack in the pulpit
"ARTRP",,"Arisaema triphyllum (L.) Schott ssp. pusillum (Peck) Huttleston",Jack in the pulpit
"ARTRS",,"Arisaema triphyllum (L.) Schott ssp. stewardsonii (Britton) Huttleston",Jack in the pulpit
"ARTRT3",,"Arisaema triphyllum (L.) Schott ssp. triphyllum ",Jack in the pulpit
"ARBA2",,"Aristida basiramea Engelm. ex Vasey",forked threeawn
"ARDI4",,"Aristida dichotoma Michx.",churchmouse threeawn
"ARDIC",,"Aristida dichotoma Michx. var. curtissii A. Gray",Curtis' threeawn
"ARLO16",,"Aristida longespica Poir.",slimspike threeawn
"ARLOL3",,"Aristida longespica Poir. var. longespica ",slimspike threeawn
"AROL",,"Aristida oligantha Michx.",prairie threeawn
"ARPU9",,"Aristida purpurea Nutt.",purple threeawn
"ARPUL",,"Aristida purpurea Nutt. var. longiseta (Steud.) Vasey",Fendler threeawn
"ARTU",,"Aristida tuberculosa Nutt.",seaside threeawn
"ARRU4",,"Armoracia rusticana G. Gaertn., B. Mey. & Scherb.",horseradish
"ARLO5",,"Arnica lonchophylla Greene",longleaf arnica
"ARLOL",,"Arnica lonchophylla Greene ssp. lonchophylla ",longleaf arnica
"ARAT",,"Arnoglossum atriplicifolium (L.) H. Rob.",pale Indian plantain
"ARPL4",,"Arnoglossum plantagineum Raf.",groovestem Indian plantain
"ARRE6",,"Arnoglossum reniforme (Hook.) H. Rob.",great Indian plantain
"ARME6",,"Aronia melanocarpa (Michx.) Elliott",black chokeberry
"AREL3",,"Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl",tall oatgrass
"ARELE",,"Arrhenatherum elatius (L.) P. Beauv. ex J. Presl & C. Presl var. elatius ",tall oatgrass
"ARAB2",,"Artemisia abrotanum L.",southernwood
"ARAB3",,"Artemisia absinthium L.",absinthium
"ARBI2",,"Artemisia biennis Willd.",biennial wormwood
"ARBIB",,"Artemisia biennis Willd. var. biennis ",biennial wormwood
"ARCA12",,"Artemisia campestris L.",field sagewort
"ARCAB2",,"Artemisia campestris L. ssp. borealis (Pall.) H.M. Hall & Clem.",field sagewort
"ARCAB4",,"Artemisia campestris L. ssp. borealis (Pall.) H.M. Hall & Clem. var. borealis (Pall.) M. Peck",field sagewort
"ARCAC",,"Artemisia campestris L. ssp. caudata (Michx.) H.M. Hall & Clem.",field sagewort
"ARCA13",,"Artemisia cana Pursh",silver sagebrush
"ARCAC5",,"Artemisia cana Pursh ssp. cana ",silver sagebrush
"ARDR4",,"Artemisia dracunculus L.",tarragon
"ARFR4",,"Artemisia frigida Willd.",prairie sagewort
"ARLU",,"Artemisia ludoviciana Nutt.",white sagebrush
"ARLUL2",,"Artemisia ludoviciana Nutt. ssp. ludoviciana ",white sagebrush
"ARPO4",,"Artemisia pontica L.",Roman wormwood
"ARSE4",,"Artemisia serrata Nutt.",sawtooth wormwood
"ARST6",,"Artemisia stelleriana Besser",oldwoman
"ARVU",,"Artemisia vulgaris L.",common wormwood
"ASCA",,"Asarum canadense L.",Canadian wildginger
"ASAM",,"Asclepias amplexicaulis Sm.",clasping milkweed
"ASEX",,"Asclepias exaltata L.",poke milkweed
"ASHI",,"Asclepias hirtella (Pennell) Woodson",green milkweed
"ASIN",,"Asclepias incarnata L.",swamp milkweed
"ASINI",,"Asclepias incarnata L. ssp. incarnata ",swamp milkweed
"ASLA3",,"Asclepias lanuginosa Nutt.",sidecluster milkweed
"ASOV",,"Asclepias ovalifolia Decne.",oval-leaf milkweed
"ASPU2",,"Asclepias purpurascens L.",purple milkweed
"ASQU",,"Asclepias quadrifolia Jacq.",fourleaf milkweed
"ASSP",,"Asclepias speciosa Torr.",showy milkweed
"ASST",,"Asclepias stenophylla A. Gray",slimleaf milkweed
"ASSU3",,"Asclepias sullivantii Engelm. ex A. Gray",prairie milkweed
"ASSY",,"Asclepias syriaca L.",common milkweed
"ASTU",,"Asclepias tuberosa L.",butterfly milkweed
"ASTUI",,"Asclepias tuberosa L. ssp. interior Woodson",butterfly milkweed
"ASVE",,"Asclepias verticillata L.",whorled milkweed
"ASVI",,"Asclepias viridiflora Raf.",green comet milkweed
"ASOF",,"Asparagus officinalis L.",garden asparagus
"ASPR",,"Asperugo procumbens L.",German-madwort
"ASPL",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb.",ebony spleenwort
"ASPLP",,"Asplenium platyneuron (L.) Britton, Sterns & Poggenb. var. platyneuron ",ebony spleenwort
"ASRH2",,"Asplenium rhizophyllum L.",walking fern
"ASTR2",,"Asplenium trichomanes L.",maidenhair spleenwort
"ASTRT",,"Asplenium trichomanes L. ssp. trichomanes ",maidenhair spleenwort
"ASAG2",,"Astragalus agrestis Douglas ex G. Don",purple milkvetch
"ASAL7",,"Astragalus alpinus L.",alpine milkvetch
"ASALA4",,"Astragalus alpinus L. var. alpinus ",alpine milkvetch
"ASCA11",,"Astragalus canadensis L.",Canadian milkvetch
"ASCAC6",,"Astragalus canadensis L. var. canadensis ",Canadian milkvetch
"ASCI4",,"Astragalus cicer L.",chickpea milkvetch
"ASCR2",,"Astragalus crassicarpus Nutt.",groundplum milkvetch
"ASCRC3",,"Astragalus crassicarpus Nutt. var. crassicarpus ",groundplum milkvetch
"ASFL2",,"Astragalus flexuosus Douglas ex G. Don",flexile milkvetch
"ASFLF",,"Astragalus flexuosus Douglas ex G. Don var. flexuosus ",flexile milkvetch
"ASLA27",,"Astragalus laxmannii Jacq.",Laxmann's milkvetch
"ASLAR",,"Astragalus laxmannii Jacq. var. robustior (Hook.) Barneby & S.L. Welsh",prairie milkvetch
"ASLO4",,"Astragalus lotiflorus Hook.",lotus milkvetch
"ASMI10",,"Astragalus missouriensis Nutt.",Missouri milkvetch
"ASMIM5",,"Astragalus missouriensis Nutt. var. missouriensis ",Missouri milkvetch
"ASNE2",,"Astragalus neglectus (Torr. & A. Gray) Sheldon",Cooper's milkvetch
"ASRA2",,"Astragalus racemosus Pursh",cream milkvetch
"ASRAR2",,"Astragalus racemosus Pursh var. racemosus ",cream milkvetch
"ASTE5",,"Astragalus tenellus Pursh",looseflower milkvetch
"ATFI",,"Athyrium filix-femina (L.) Roth",common ladyfern
"ATFIA",,"Athyrium filix-femina (L.) Roth ssp. angustum (Willd.) R.T. Clausen",subarctic ladyfern
"ATFIC",,"Athyrium filix-femina (L.) Roth ssp. cyclosorum (Rupr.) C. Chr.",subarctic ladyfern
"ATGL",,"Atriplex glabriuscula Edmondston",Scotland orache
"ATGLG",,"Atriplex glabriuscula Edmondston var. glabriuscula ",northeastern saltbush
"ATHO",,"Atriplex hortensis L.",garden orache
"ATMI2",,"Atriplex micrantha Ledeb.",twoscale saltbush
"ATPA4",,"Atriplex patula L.",spear saltbush
"ATPR",,"Atriplex prostrata Bouchér ex DC.",triangle orache
"AUGR",,"Aureolaria grandiflora (Benth.) Pennell",largeflower yellow false foxglove
"AUGRP",,"Aureolaria grandiflora (Benth.) Pennell var. pulchra Pennell",largeflower yellow false foxglove
"AUPE2",,"Aureolaria pedicularia (L.) Raf.",fernleaf yellow false foxglove
"AUPEA",,"Aureolaria pedicularia (L.) Raf. var. ambigens (Fernald) Farw.",fernleaf yellow false foxglove
"AUPEI",,"Aureolaria pedicularia (L.) Raf. var. intercedens Pennell",fernleaf yellow false foxglove
"AUPEP",,"Aureolaria pedicularia (L.) Raf. var. pedicularia ",fernleaf yellow false foxglove
"AVFA",,"Avena fatua L.",wild oat
"AVSA",,"Avena sativa L.",common oat
"AVHO3",,"Avenula hookeri (Scribn.) Holub",spikeoat
"AVPU2",,"Avenula pubescens (Huds.) Dumort.",downy alpine oatgrass
"AXAM",,"Axyris amaranthoides L.",Russian pigweed
"AZMI",,"Azolla microphylla Kaulf.",Mexican Mosquito Fern
"BARO",,"Bacopa rotundifolia (Michx.) Wettst.",disk waterhyssop
"BAAL",,"Baptisia alba (L.) Vent.",white wild indigo
"BAALM",,"Baptisia alba (L.) Vent. var. macrophylla (Larisey) Isely",largeleaf wild indigo
"BABR2",,"Baptisia bracteata Muhl. ex Elliott",longbract wild indigo
"BABRL2",,"Baptisia bracteata Muhl. ex Elliott var. leucophaea (Nutt.) Kartesz & Gandhi",longbract wild indigo
"BATI",,"Baptisia tinctoria (L.) R. Br.",horseflyweed
"BAOR",,"Barbarea orthoceras Ledeb.",American yellowrocket
"BAVU",,"Barbarea vulgaris W.T. Aiton",garden yellowrocket
"BAVI3",,"Bartonia virginica (L.) Britton, Sterns & Poggenb.",yellow screwstem
"BASC5",,"Bassia scoparia (L.) A.J. Scott",burningbush
"BESY",,"Beckmannia syzigachne (Steud.) Fernald",American sloughgrass
"BECH",,"Belamcanda chinensis (L.) DC.",blackberry lily
"BEPE2",,"Bellis perennis L.",lawndaisy
"BETH",,"Berberis thunbergii DC.",Japanese barberry
"BEVU",,"Berberis vulgaris L.",common barberry
"BEIN2",,"Berteroa incana (L.) DC.",hoary alyssum
"BEER",,"Berula erecta (Huds.) Coville",cutleaf waterparsnip
"BEBU",,"Besseya bullii (Eaton) Rydb.",Bull's coraldrops
"BEPU3",,"Betula ×purpusii C.K. Schneid. [alleghaniensis × pumila]",birch
"BESA",,"Betula ×sandbergii Britton [papyrifera × pumila]",Sandberg birch
"BEAL2",,"Betula alleghaniensis Britton",yellow birch
"BEALA",,"Betula alleghaniensis Britton var. alleghaniensis ",yellow birch
"BENA",,"Betula nana L.",dwarf birch
"BENI",,"Betula nigra L.",river birch
"BEPA",,"Betula papyrifera Marshall",paper birch
"BEPAC2",,"Betula papyrifera Marshall var. cordifolia (Regel) Fernald",mountain paper birch
"BEPAP",,"Betula papyrifera Marshall var. papyrifera ",paper birch
"BEPU4",,"Betula pumila L.",bog birch
"BEPUG",,"Betula pumila L. var. glandulifera Regel",bog birch
"BIAR",,"Bidens aristosa (Michx.) Britton",bearded beggarticks
"BIBE2",,"Bidens beckii Torr. ex Spreng.",Beck's water-marigold
"BICE",,"Bidens cernua L.",nodding beggartick
"BICO5",,"Bidens connata Muhl. ex Willd.",purplestem beggarticks
"BICO",,"Bidens coronata (L.) Britton",crowned beggarticks
"BIDI",,"Bidens discoidea (Torr. & A. Gray) Britton",small beggarticks
"BIFR",,"Bidens frondosa L.",devil's beggartick
"BITR",,"Bidens tripartita L.",threelobe beggarticks
"BIVU",,"Bidens vulgata Greene",big devils beggartick
"BLHI",,"Blephilia hirsuta (Pursh) Benth.",hairy pagoda-plant
"BLHIH",,"Blephilia hirsuta (Pursh) Benth. var. hirsuta ",hairy pagoda-plant
"BOCY",,"Boehmeria cylindrica (L.) Sw.",smallspike false nettle
"BOFL3",,"Bolboschoenus fluviatilis (Torr.) Soják",river bulrush
"BOMA7",,"Bolboschoenus maritimus (L.) Palla",cosmopolitan bulrush
"BOMAP4",,"Bolboschoenus maritimus (L.) Palla ssp. paludosus (A. Nelson) T. Koyama",cosmopolitan bulrush
"BOAS",,"Boltonia asteroides (L.) L'Hér.",white doll's daisy
"BOASL",,"Boltonia asteroides (L.) L'Hér. var. latisquama (A. Gray) Cronquist",white doll's daisy
"BOASR",,"Boltonia asteroides (L.) L'Hér. var. recognita (Fernald & Grisc.) Cronquist",white doll's daisy
"BOOF",,"Borago officinalis L.",common borage
"BOAC2",,"Botrychium acuminatum W.H. Wagner",tailed grapefern
"BOAS2",,"Botrychium ascendens W.H. Wagner",trianglelobe moonwort
"BOCA5",,"Botrychium campestre W.H. Wagner & Farrar",Iowa moonwort
"BODI2",,"Botrychium dissectum Spreng.",cutleaf grapefern
"BOGA2",,"Botrychium gallicomontanum Farrar & Johnson-Groh",Frenchman's Bluff grapefern
"BOHE5",,"Botrychium hesperium (Maxon & R.T. Clausen) W.H. Wagner & Lellinger",western moonwort
"BOLA",,"Botrychium lanceolatum (S.G. Gmel.) Angstr.",lanceleaf grapefern
"BOLAA2",,"Botrychium lanceolatum (S.G. Gmel.) Angstr. var. angustisegmentum Pease & A.H. Moore",lanceleaf grapefern
"BOLU",,"Botrychium lunaria (L.) Sw.",common moonwort
